infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,phase,Exemplars,r_correct,condition,difficulty,set,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0004,8.4796,space,8.409,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,8.48,52.2143,space,43.7044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,52.2326,56.5499,space,4.3006,,56.568,0.8,57.3662,57.3665,60.9021,right,1,3.527,,60.9161,61.9045,0,0,0,5,1,total,1,images/Ex14.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,61.9054,1.2,63.1055,63.1056,64.0191,left,1,0.9107,,64.0192,65.0205,0,1,1,10,1,total,1,images/Ex11.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,65.0211,1.1,66.121,66.1211,67.4558,right,0,1.3244,,67.4558,68.4544,0,2,2,9,1,total,1,images/Ex10.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,68.465,1.5,69.9577,69.9578,70.5576,left,0,0.5934,,70.5577,71.5572,0,3,3,6,1,total,1,images/Ex15.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,71.5577,1.3,72.8574,72.8574,73.5243,left,1,0.6632,,73.5244,74.5279,0,4,4,11,1,total,1,images/Ex12.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,74.5285,0.9,75.4252,75.4252,76.4583,right,1,1.03,,76.4584,77.4599,0,5,5,13,1,total,1,images/Ex14.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,77.4606,0.8,78.2621,78.2622,79.1768,left,1,0.9109,,79.1769,80.1769,0,6,6,0,1,total,1,images/Ex9.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,80.1774,0.9,81.0792,81.0793,81.7284,left,1,0.6439,,81.7285,82.729,0,7,7,2,1,total,1,images/Ex11.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,82.7295,1.1,83.8285,83.8285,84.4128,right,0,0.5818,,84.4128,85.4125,0,8,8,1,1,total,1,images/Ex10.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,85.4128,0.7,86.1134,86.1135,86.9133,left,0,0.7977,,86.9133,87.9145,0,9,9,14,1,total,1,images/Ex15.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,87.9156,1.1,89.0142,89.0142,89.7648,left,0,0.7494,,89.7649,90.7664,0,10,10,7,1,total,1,images/Ex16.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,90.7675,1.1,91.8661,91.8661,92.5499,left,0,0.6824,,92.5501,93.5529,0,11,11,12,1,total,1,images/Ex13.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,93.5534,0.5,94.0516,94.0516,94.7026,right,1,0.6449,,94.7026,95.7016,0,12,12,4,1,total,1,images/Ex13.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,95.7021,1.3,97.0032,97.0032,97.7693,right,0,0.7605,,97.7693,98.7688,0,13,13,8,1,total,1,images/Ex9.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,98.7691,1.1,99.8702,99.8702,100.7198,right,0,0.8483,,100.7199,101.7218,0,14,14,3,1,total,1,images/Ex12.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,101.7222,0.6,102.3205,102.3205,103.2545,right,1,0.9326,,103.2545,104.2567,0,15,15,15,1,total,1,images/Ex16.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,104.2581,1.3,105.5554,105.5554,106.3068,left,0,0.7484,,106.3069,107.3061,1,0,16,12,1,total,1,images/Ex13.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,107.3066,0.7,108.0094,108.0094,108.9067,left,1,0.8928,,108.9067,109.9073,1,1,17,10,1,total,1,images/Ex11.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,109.9078,1.4,111.3105,111.3105,112.0429,left,0,0.7287,,112.043,113.0435,1,2,18,14,1,total,1,images/Ex15.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,113.044,1.4,114.4443,114.4443,115.0947,right,1,0.6443,,115.0948,116.094,1,3,19,5,1,total,1,images/Ex14.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,116.0945,1.1,117.1942,117.1942,118.063,right,0,0.8651,,118.063,119.0634,1,4,20,2,1,total,1,images/Ex11.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,119.0639,1.2,120.2635,120.2635,121.0798,right,0,0.8138,,121.0799,122.0802,1,5,21,1,1,total,1,images/Ex10.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,122.0807,0.6,122.6816,122.6817,123.4145,left,0,0.7292,,123.4146,124.415,1,6,22,4,1,total,1,images/Ex13.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,124.4153,1.5,125.916,125.916,126.7985,right,1,0.8796,,126.7985,127.7993,1,7,23,7,1,total,1,images/Ex16.jpg,right,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,127.7998,1.3,129.1001,129.1001,129.9171,left,1,0.808,,129.9171,130.9182,1,8,24,0,1,total,1,images/Ex9.jpg,left,training,hard,3,,,,,
,,,,,58b20a24c352cc0001ed554b,001,37,Female,USA,BA,2024-03-06_14h29.13.597,CRL1h,2023.2.3,MacIntel,29.98680581,65e67470ae2fbf2172c317b2,65e87d71a1e7fd4eddb309d4,,,,,,,,,,,130.9194,1.2,132.1191,132.1191,132.8528,right,1,0.7314,,132.8529,133.8535,1,9,25,13,1,total,1,images/Ex14.jpg,right,training,hard,3,,,,,
