"partId","PROLIFIC_PID","gender","nationality","education","date","task","trial","left","right","rating","rt"
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",44,"Ex5","Ex6",1,1.6308
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",45,"Ex5","Ex3",1.9375,3.7735
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",46,"Ex5","Ex7",1.94921875,7.5026
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",47,"Ex5","Ex1",1.01171875,4.829
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",48,"Ex3","Ex6",6.015625,2.8868
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",49,"Ex2","Ex3",1.984375,5.9468
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",50,"Ex5","Ex4",2.04296875,6.7352
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",51,"Ex2","Ex1",1.01171875,6.4924
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",52,"Ex3","Ex8",4.01171875,5.8215
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",53,"Ex4","Ex7",1.97265625,18.4286
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",54,"Ex8","Ex5",4.890625,5.9685
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","1_to_8",55,"Ex1","Ex2",1.0234375,6.3
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",1,"Ex12","Ex11",1.99609375,5.8929
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",2,"Ex10","Ex12",1,3.0275
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",3,"Ex13","Ex15",1.0234375,4.7791
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",4,"Ex14","Ex9",6.015625,3.9058
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",5,"Ex12","Ex14",6.015625,2.129
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",6,"Ex10","Ex11",1.0234375,4.531
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",7,"Ex16","Ex14",6.02734375,2.5916
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",8,"Ex12","Ex16",6.015625,1.9544
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",9,"Ex13","Ex14",1.97265625,11.372
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",10,"Ex11","Ex15",6.02734375,2.6074
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",11,"Ex13","Ex11",1,12.9129
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",12,"Ex16","Ex10",1,6.9249
"parID_2","5f5668cf2db7050961fce434","FALSE","UK","Level 3","2024-11-07_15h05.43.750","9_to_16",13,"Ex15","Ex10",3.953125,6.3862
