"partId","exemplars","Ex1","Ex2","Ex3","Ex4","Ex5","Ex6","Ex7","Ex8","Ex9","Ex10","Ex11","Ex12","Ex13","Ex14","Ex15","Ex16"
"parID_10","Ex3",8.877142857,2.885714286,,3.614285714,1.608571429,4.06,5.671428571,5.92,,,,,,,,
"parID_10","Ex4",3.091428571,3.28,6.845714286,,7.051428571,6.331428571,4.634285714,6.751428571,,,,,,,,
"parID_10","Ex5",2.937142857,3.391428571,2.988571429,7.531428571,,1.96,2.122857143,7.565714286,,,,,,,,
"parID_10","Ex6",6.134285714,7.034285714,7.025714286,3.382857143,3.048571429,,6.58,3.991428571,,,,,,,,
"parID_10","Ex7",3.922857143,2.482857143,4.231428571,3.022857143,7.617142857,8.028571429,,5.911428571,,,,,,,,
"parID_10","Ex8",3.057142857,4.642857143,5.302857143,6.965714286,6.64,5.002857143,,,,,,,,,,
"parID_10","Ex9",,,,,,,,,,2.962857143,4.094285714,7.882857143,7.994285714,4.051428571,1.942857143,7.025714286
"parID_10","Ex10",,,,,,,,,2.954285714,,1.257142857,5.337142857,4.162857143,6.674285714,3.777142857,2.577142857
"parID_10","Ex11",,,,,,,,,1.72,3.845714286,,5.602857143,1.24,3.931428571,7.565714286,2.928571429
"parID_10","Ex12",,,,,,,,,5.517142857,5.388571429,3.297142857,,5.414285714,5.817142857,3.357142857,6.854285714
"parID_10","Ex13",,,,,,,,,5.002857143,3.665714286,1.394285714,2.422857143,,2.928571429,1.128571429,6.382857143
"parID_10","Ex14",,,,,,,,,4.034285714,8.431428571,3.502857143,5.397142857,5.105714286,,3.005714286,2.422857143
"parID_10","Ex15",,,,,,,,,2.037142857,2.962857143,8.028571429,2.26,1.042857143,1.668571429,,1.008571429
"parID_10","Ex16",,,,,,,,,6.648571429,2.165714286,1.882857143,5.671428571,6.297142857,3.134285714,,
"parID_11","Ex1",,1.749784094,5.417122776,3.117266187,4.836978259,4.660863467,4.142877856,5.624317021,,,,,,,,
"parID_11","Ex2",3.469496561,,1.625467863,1.397554115,1.314676496,1.822302158,2.651079137,2.868632935,,,,,,,,
"parID_11","Ex3",5.821150921,1.708345482,,2.319568661,4.277554431,6.463453554,3.117266187,5.085611511,,,,,,,,
"parID_11","Ex4",4.22575587,1.169640367,2.578561467,,4.76446059,4.795540043,1.428633173,4.88877682,,,,,,,,
"parID_11","Ex5",5.23064764,1.293956993,5.261727093,3.314100878,,2.827194719,2.319568661,5.147769626,,,,,,,,
"parID_11","Ex6",4.805899597,1.677266424,5.272086647,5.935108388,5.261727093,,4.992373943,4.816259151,,,,,,,,
"parID_11","Ex7",5.013093841,1.428633173,3.314100878,4.381151553,5.386043324,5.241007194,,4.816259151,,,,,,,,
"parID_11","Ex8",3.707770258,2.102014468,4.650503913,5.209928532,5.054532848,5.935108388,,,,,,,,,,
"parID_11","Ex9",,,,,,,,,,2.029496403,3.169064748,2.112374022,2.298848763,2.775396158,1.19035987,1.211079374
"parID_11","Ex10",,,,,,,,,1.252517986,,1.231798482,4.308633094,1.211079374,2.485323899,4.308633094,1.159280813
"parID_11","Ex11",,,,,,,,,3.065467626,1.034964187,,5.365324215,1.853381216,6.131942288,3.95640272,2.091654913
"parID_11","Ex12",,,,,,,,,4.412230216,1.552949798,4.194676417,,3.34518033,5.168489525,4.868057712,3.251942762
"parID_11","Ex13",,,,,,,,,1.045323741,1.905179777,1.376834611,3.055108072,,2.526762906,4.277554431,1.739424539
"parID_11","Ex14",,,,,,,,,4.194676417,2.454244446,5.095971065,4.236115424,2.329928216,,1.221438928,2.298848763
