infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0053,8.7612,space,8.606,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,8.7633,162.1868,space,153.3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,162.203,280.9856,space,118.7597,,281.0103,1.4,282.4114,282.4117,288.0012,4.98664833,5.5836,0,0,0,19,1,9_to_16,images/Ex11.jpg,images/Ex15.jpg,Ex11,Ex15,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,288.0038,1.3,289.2966,289.2969,294.1962,1.001582505,4.8943,0,1,1,15,1,9_to_16,images/Ex11.jpg,images/Ex10.jpg,Ex11,Ex10,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,294.1979,0.7,294.8936,294.8937,296.8497,1.013303321,1.9498,0,2,2,33,1,9_to_16,images/Ex13.jpg,images/Ex15.jpg,Ex13,Ex15,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,296.8506,1,297.8421,297.8423,299.8111,1.071907401,1.9611,0,3,3,17,1,9_to_16,images/Ex11.jpg,images/Ex13.jpg,Ex11,Ex13,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,299.812,0.9,300.7081,300.7082,302.5407,1.001582505,1.8261,0,4,4,4,1,9_to_16,images/Ex9.jpg,images/Ex14.jpg,Ex9,Ex14,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,302.5416,0.5,303.0331,303.0332,304.5128,1.001582505,1.4736,0,5,5,13,1,9_to_16,images/Ex10.jpg,images/Ex16.jpg,Ex10,Ex16,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,304.5135,0.5,305.0046,305.0047,306.4398,1.001582505,1.4298,0,6,6,31,1,9_to_16,images/Ex13.jpg,images/Ex12.jpg,Ex13,Ex12,,,,,
,,,,,037572,001,,,,,2024-11-07_15h03.59.589,CatSimMDS,2023.2.3,Win32,57.14285714,5c351b21d4ae620001d3ee01,672bf50eac1463c2ad3c747f,672cd6a9a2c3adebcbf242fc,,,,,,,,,,,306.4411,0.6,307.0371,307.0374,309.0875,1.001582505,2.0435,0,7,7,42,1,9_to_16,images/Ex15.jpg,images/Ex9.jpg,Ex15,Ex9,,,,,
