infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0005,33.2765,space,33.2432,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,33.2796,75.8864,space,42.5798,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,75.895,85.0928,space,9.1734,,85.1037,1.3,86.3935,86.3936,91.5301,3.00511323,5.1318,0,0,0,24,1,9_to_16,images/Ex12.jpg,images/Ex13.jpg,Ex12,Ex13,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,91.5304,0.7,92.2307,92.2307,96.3155,3.019904822,4.0829,0,1,1,10,1,9_to_16,images/Ex10.jpg,images/Ex13.jpg,Ex10,Ex13,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,96.316,1.5,97.8179,97.818,99.9192,3.019904822,2.0977,0,2,2,8,1,9_to_16,images/Ex10.jpg,images/Ex11.jpg,Ex10,Ex11,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,99.9195,1.4,101.3203,101.3203,103.9722,3.019904822,2.6479,0,3,3,42,1,9_to_16,images/Ex15.jpg,images/Ex9.jpg,Ex15,Ex9,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,103.9727,1.1,105.0727,105.0728,107.7415,6.984112216,2.6653,0,4,4,18,1,9_to_16,images/Ex11.jpg,images/Ex14.jpg,Ex11,Ex14,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,107.7419,1.4,109.1424,109.1425,111.8277,3.991234453,2.6825,0,5,5,17,1,9_to_16,images/Ex11.jpg,images/Ex13.jpg,Ex11,Ex13,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,111.8282,0.6,112.4282,112.4283,117.5818,4.010956953,5.1504,0,6,6,54,1,9_to_16,images/Ex16.jpg,images/Ex14.jpg,Ex16,Ex14,,,,,
,,,,,032883,001,38,Male,UK,Masters,2024-11-07_15h03.59.789,CatSimMDS,2023.2.3,Win32,60.24096386,56d6224aebdf10000c68538b,672bf50eac1463c2ad3c747f,672cd6b2e6f382e26c1a0e10,,,,,,,,,,,117.5823,1.5,119.0828,119.0828,121.7512,5.973337962,2.6643,0,7,7,52,1,9_to_16,images/Ex16.jpg,images/Ex12.jpg,Ex16,Ex12,,,,,
