infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0002,11.3418,space,11.3221,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,11.3423,35.7774,space,24.4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,35.7818,38.0534,space,2.2551,,38.059,0.8,38.8584,38.8586,42.6647,6.366666794,3.8004,0,0,0,14,1,9_to_16,images/Ex11.jpg,images/Ex9.jpg,Ex11,Ex9,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,42.6656,0.7,43.3636,43.3637,45.8618,3.84166654,2.4935,0,1,1,12,1,9_to_16,images/Ex10.jpg,images/Ex15.jpg,Ex10,Ex15,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,45.8623,1.2,47.0619,47.0619,50.5352,2.816666603,3.4722,0,2,2,17,1,9_to_16,images/Ex11.jpg,images/Ex13.jpg,Ex11,Ex13,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,50.5356,0.7,51.233,51.233,53.5449,2.241666794,2.3104,0,3,3,24,1,9_to_16,images/Ex12.jpg,images/Ex13.jpg,Ex12,Ex13,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,53.5451,1,54.5397,54.5398,57.7285,1.60833327,3.1866,0,4,4,51,1,9_to_16,images/Ex16.jpg,images/Ex11.jpg,Ex16,Ex11,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,57.7288,1.4,59.1274,59.1275,61.2512,7.850000381,2.1164,0,5,5,39,1,9_to_16,images/Ex14.jpg,images/Ex13.jpg,Ex14,Ex13,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,61.2517,1.5,62.7502,62.7502,64.8319,5.041666667,2.0745,0,6,6,32,1,9_to_16,images/Ex13.jpg,images/Ex14.jpg,Ex13,Ex14,,,,,
,,,,,195990,001,38,male,british,high school,2024-11-07_19h12.30.793,CatSimMDS,2023.2.3,Win32,60.24096386,6661b3bccfa516ea302f4556,672bf50eac1463c2ad3c747f,672d10e978173cdfca8cfc51,,,,,,,,,,,64.8323,0.8,65.6316,65.6316,68.4962,5.450000127,2.8584,0,7,7,25,1,9_to_16,images/Ex12.jpg,images/Ex14.jpg,Ex12,Ex14,,,,,
