infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0001,26.8135,space,26.7986,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,26.8139,46.3022,space,19.4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,46.3059,47.7969,space,1.4723,,47.8014,1.3,49.0971,49.0975,56.4319,4.9,7.3294,0,0,0,9,1,1_to_8,images/Ex2.jpg,images/Ex4.jpg,Ex2,Ex4,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,56.4323,0.6,57.0296,57.0297,64.6125,5.016666667,7.5736,0,1,1,43,1,1_to_8,images/Ex7.jpg,images/Ex2.jpg,Ex7,Ex2,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,64.6127,1.4,66.0126,66.0127,68.6125,3.983333333,2.5907,0,2,2,26,1,1_to_8,images/Ex4.jpg,images/Ex7.jpg,Ex4,Ex7,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,68.6127,1.3,69.9128,69.9128,73.3124,6.016666667,3.3942,0,3,3,24,1,1_to_8,images/Ex4.jpg,images/Ex5.jpg,Ex4,Ex5,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,73.3126,0.5,73.8127,73.8127,76.5791,5.033333333,2.7586,0,4,4,34,1,1_to_8,images/Ex5.jpg,images/Ex8.jpg,Ex5,Ex8,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,76.5794,0.6,77.1795,77.1796,80.1957,2.916666667,3.0073,0,5,5,2,1,1_to_8,images/Ex1.jpg,images/Ex4.jpg,Ex1,Ex4,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,80.196,0.9,81.0961,81.0961,83.3624,2.85,2.2568,0,6,6,7,1,1_to_8,images/Ex2.jpg,images/Ex1.jpg,Ex2,Ex1,,,,,
,,,,,367592,001,61,female,Scottish,HND,2024-11-07_15h05.13.588,CatSimMDS,2023.2.3,Win32,60.24096386,5953d37b3d663c00011d233c,672bf50eac1463c2ad3c747f,672cd6ffe6f382e26c1a0e22,,,,,,,,,,,83.3626,1.3,84.6629,84.6629,87.229,5.991666667,2.557,0,7,7,4,1,1_to_8,images/Ex1.jpg,images/Ex6.jpg,Ex1,Ex6,,,,,
