infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0001,22.8919,space,22.8839,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,22.8921,44.3047,space,21.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,44.307,46.7215,space,2.4047,,46.725,0.9,47.6139,47.614,54.9218,6.965714286,7.3071,0,0,0,52,1,1_to_8,images/Ex8.jpg,images/Ex4.jpg,Ex8,Ex4,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,54.9219,0.8,55.7224,55.7224,60.3352,5.911428571,4.6122,0,1,1,48,1,1_to_8,images/Ex7.jpg,images/Ex8.jpg,Ex7,Ex8,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,60.3354,1.4,61.7394,61.7395,64.5306,4.642857143,2.7886,0,2,2,50,1,1_to_8,images/Ex8.jpg,images/Ex2.jpg,Ex8,Ex2,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,64.5307,1,65.5418,65.5418,71.5544,6.742857143,6.012,0,3,3,8,1,1_to_8,images/Ex2.jpg,images/Ex3.jpg,Ex2,Ex3,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,71.5545,0.5,72.0547,72.0547,74.4935,7.617142857,2.4381,0,4,4,46,1,1_to_8,images/Ex7.jpg,images/Ex5.jpg,Ex7,Ex5,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,74.4936,1.2,75.6973,75.6973,78.3726,3.802857143,2.6749,0,5,5,7,1,1_to_8,images/Ex2.jpg,images/Ex1.jpg,Ex2,Ex1,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,78.3728,1.4,79.7716,79.7716,81.4736,2.885714286,1.7014,0,6,6,15,1,1_to_8,images/Ex3.jpg,images/Ex2.jpg,Ex3,Ex2,,,,,
,,,,,415564,001,38,male,British,Professional degree,2024-11-07_15h05.33.381,CatSimMDS,2023.2.3,Win32,59.88023952,6321dd8071382720694df153,672bf50eac1463c2ad3c747f,672cd721781ace206e7cd88e,,,,,,,,,,,81.4738,1,82.4745,82.4745,84.414,6.845714286,1.9378,0,7,7,23,1,1_to_8,images/Ex4.jpg,images/Ex3.jpg,Ex4,Ex3,,,,,
