infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0005,7.0815,space,7.0676,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,7.0819,24.3294,space,17.2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,24.3344,27.813,space,3.454,,27.824,1,28.8125,28.8129,36.1062,2.341666667,7.2892,0,0,0,29,1,9_to_16,images/Ex13.jpg,images/Ex10.jpg,Ex13,Ex10,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,36.107,0.8,36.9033,36.9035,45.4085,2.683333333,8.4977,0,1,1,46,1,9_to_16,images/Ex15.jpg,images/Ex13.jpg,Ex15,Ex13,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,45.4091,0.9,46.3095,46.3095,48.2434,2.466666667,1.9301,0,2,2,30,1,9_to_16,images/Ex13.jpg,images/Ex11.jpg,Ex13,Ex11,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,48.244,0.6,48.8427,48.8428,50.5376,2.433333333,1.6923,0,3,3,31,1,9_to_16,images/Ex13.jpg,images/Ex12.jpg,Ex13,Ex12,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,50.5381,1.1,51.6414,51.6415,53.9186,2.425,2.2746,0,4,4,24,1,9_to_16,images/Ex12.jpg,images/Ex13.jpg,Ex12,Ex13,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,53.9192,1.1,55.0118,55.0119,57.0203,2.416666667,2.0066,0,5,5,53,1,9_to_16,images/Ex16.jpg,images/Ex13.jpg,Ex16,Ex13,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,57.0206,0.9,57.9375,57.9375,63.6397,5.541666667,5.6983,0,6,6,35,1,9_to_16,images/Ex14.jpg,images/Ex9.jpg,Ex14,Ex9,,,,,
,,,,,278980,001,,,,,2024-11-07_15h03.25.842,CatSimMDS,2023.2.3,Win32,59.88023952,5cdee62f7f65ee001a9855ba,672bf50eac1463c2ad3c747f,672cd6af9ee0dcdbd8d2cfc5,,,,,,,,,,,63.6404,1.3,64.9397,64.9397,68.4054,4.6,3.463,0,7,7,16,1,9_to_16,images/Ex11.jpg,images/Ex12.jpg,Ex11,Ex12,,,,,
