infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.001,17.561,space,17.509,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,17.563,41.186,space,23.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,41.201,43.469,space,2.241,,43.485,1.4,44.886,44.887,48.585,1.06,3.694,0,0,0,12,1,1_to_8,images/Ex2.jpg,images/Ex7.jpg,Ex2,Ex7,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,48.586,0.7,49.285,49.285,54.336,6.02,5.049,0,1,1,15,1,1_to_8,images/Ex3.jpg,images/Ex2.jpg,Ex3,Ex2,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,54.336,0.8,55.136,55.136,60.403,3.01,5.259,0,2,2,40,1,1_to_8,images/Ex6.jpg,images/Ex7.jpg,Ex6,Ex7,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,60.403,1.4,61.803,61.803,64.27,5,2.459,0,3,3,11,1,1_to_8,images/Ex2.jpg,images/Ex6.jpg,Ex2,Ex6,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,64.271,1.1,65.37,65.371,69.12,4.98,3.742,0,4,4,6,1,1_to_8,images/Ex1.jpg,images/Ex8.jpg,Ex1,Ex8,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,69.121,0.8,69.92,69.92,73.937,1.05,4.014,0,5,5,10,1,1_to_8,images/Ex2.jpg,images/Ex5.jpg,Ex2,Ex5,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,73.937,1,74.938,74.938,79.155,3.02,4.213,0,6,6,47,1,1_to_8,images/Ex7.jpg,images/Ex6.jpg,Ex7,Ex6,,,,,
,,,,,942610,001,36,female,british,bachelor degree,2024-11-07_15h05.10.806,CatSimMDS,2023.2.3,MacIntel,40,63ea497523794756c703094c,672bf50eac1463c2ad3c747f,672cd6edcce8cdc44015e8b7,,,,,,,,,,,79.155,1.4,80.555,80.555,82.372,3.02,1.813,0,7,7,34,1,1_to_8,images/Ex5.jpg,images/Ex8.jpg,Ex5,Ex8,,,,,
