infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,exemplarLeft,exemplarRight,left,right,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
0.0002,9.6802,space,9.6561,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,9.6805,23.231,space,13.5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,23.2366,25.9513,space,2.7009,,25.9618,1.3,27.2669,27.267,33.5451,2.975,6.2682,0,0,0,26,1,1_to_8,images/Ex4.jpg,images/Ex7.jpg,Ex4,Ex7,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,33.5458,1,34.5451,34.5451,40.2188,2.025,5.6717,0,1,1,20,1,1_to_8,images/Ex3.jpg,images/Ex8.jpg,Ex3,Ex8,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,40.2192,1.1,41.3123,41.3124,45.2371,2.983333333,3.9222,0,2,2,24,1,1_to_8,images/Ex4.jpg,images/Ex5.jpg,Ex4,Ex5,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,45.2374,1.1,46.3353,46.3354,50.0124,3.083333333,3.6731,0,3,3,46,1,1_to_8,images/Ex7.jpg,images/Ex5.jpg,Ex7,Ex5,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,50.0137,1,51.0183,51.0184,53.9531,1.016666667,2.9333,0,4,4,22,1,1_to_8,images/Ex4.jpg,images/Ex2.jpg,Ex4,Ex2,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,53.9534,0.9,54.8513,54.8513,59.8199,2.975,4.9671,0,5,5,15,1,1_to_8,images/Ex3.jpg,images/Ex2.jpg,Ex3,Ex2,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,59.8202,0.9,60.713,60.7134,64.0788,1.05,3.3606,0,6,6,49,1,1_to_8,images/Ex8.jpg,images/Ex1.jpg,Ex8,Ex1,,,,,
,,,,,073980,001,54,Femail,British,Secondary School,2024-11-07_15h03.49.991,CatSimMDS,2023.2.3,Win32,59.88023952,66577bd5fa02a29c30407e81,672bf50eac1463c2ad3c747f,672cd6ae00e78989d30fd4bb,,,,,,,,,,,64.0802,0.8,64.8695,64.8695,71.7189,3.008333333,6.8472,0,7,7,1,1,1_to_8,images/Ex1.jpg,images/Ex3.jpg,Ex1,Ex3,,,,,
