tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,feedback.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,5,2,82,6,609.8503197999671,,,,,,,,,,,,,,,,,,,,,,,609.8354174001142,0.7,609.8503197999671,610.5959773999639,610.5356532000005,610.5357278999873,610.5959773999639,610.5959773999639,610.5959773999639,0.048240300035104156,612.3876786001492,right,1,1.7947170999832451,None,612.3887128999922,612.410765199922,612.4017765501515,612.4017765501515,612.6442354000174,612.6442354000174,613.4005901999772,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,5,3,83,1,613.416631600121,,,,,,,,,,,,,,,,,,,,,,,613.4017666000873,0.6,613.416631600121,614.0647291000932,614.0017383000813,614.0018128999509,614.0647291000932,614.0647291000932,614.0647291000932,0.05024120002053678,615.3541759001091,right,0,1.2960491999983788,None,615.3551624999382,615.3738802999724,615.3680707500782,615.3680707500782,,,616.3672611000948,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,5,4,84,13,616.3829324000981,,,,,,,,,,,,,,,,,,,,,,,616.3684054999612,0.8,616.3829324000981,617.2373460999224,617.1685419001151,617.1686142999679,617.2373460999224,617.2373460999224,617.2373460999224,0.05333509994670749,618.1532080001198,right,0,0.9143835001159459,None,618.1540672001429,618.16663839994,618.1680702500046,618.1680702500046,618.4102867001202,618.4102867001202,619.1507320001256,619.1659685000777,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,5,5,85,8,619.1659685000777,,,,,,,,,,,,,,,,,,,,,,,619.1515669000801,0.6,619.1659685000777,619.7945364001207,619.7507806001231,619.7508328999393,619.7945364001207,619.7945364001207,619.7945364001207,0.028399799950420856,621.5569790001027,right,0,1.7732455998193473,None,621.5584464001004,621.5740390000865,621.5680032500998,621.5680032500998,621.8268866001163,621.8268866001163,622.5670348999556,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,5,6,86,14,622.5830304000992,,,,,,,,,,,,,,,,,,,,,,,622.5682016999926,0.9,622.5830304000992,623.5364197001327,623.4708555000834,623.4709312000778,623.5364197001327,623.5364197001327,623.5364197001327,0.05365330004133284,624.5540326000191,left,0,1.02452820003964,None,624.5548632000573,624.5656602999661,624.5676423500292,624.5676423500292,,,625.5507881999947,625.5658827000298,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,5,7,87,0,625.5658827000298,,,,,,,,,,,,,,,,,,,,,,,625.551644399995,0.6,625.5658827000298,626.1944883000106,626.15070810006,626.1507612001151,626.1944883000106,626.1944883000106,626.1944883000106,0.028204299975186586,627.4368080999702,left,1,1.2469850999768823,None,627.4378368000034,627.4623720000964,627.4507976500784,627.4507976500784,,,628.4495371000376,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,5,8,88,5,628.4658262999728,,,,,,,,,,,,,,,,,,,,,,,628.4506958001293,1.2,628.4658262999728,629.7031436001416,629.6503942999989,629.6504685000982,629.7031436001416,629.7031436001416,629.7031436001416,0.03564450005069375,630.2538970999885,left,1,0.5626213999930769,None,630.2549251001328,630.2773146999534,630.2678214500659,630.2678214500659,630.4832291000057,630.4832291000057,631.2657238000538,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,5,9,89,7,631.2820530000608,,,,,,,,,,,,,,,,,,,,,,,631.2665463001467,1.4,631.2820530000608,632.7285128999501,632.6666371999308,632.6666896999814,632.7285128999501,632.7285128999501,632.7285128999501,0.045420399866998196,634.0874445999507,right,1,1.3691547000780702,None,634.0885235001333,634.1106350000482,634.1169127999806,634.1169127999806,634.3320856001228,634.3320856001228,635.0990873000119,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,5,10,90,9,635.1155004000757,,,,,,,,,,,,,,,,,,,,,,,635.0999090000987,0.7,635.1155004000757,635.8537179999985,635.8018424001057,635.8018940000329,635.8537179999985,635.8537179999985,635.8537179999985,0.035691400058567524,636.519655900076,left,1,0.6719337000977248,None,636.5206744000316,636.5441232000012,636.5500432000031,636.5500432000031,636.7671749000438,636.7671749000438,637.532311399933,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,5,11,91,12,637.5485839000903,,,,,,,,,,,,,,,,,,,,,,,637.5331854999531,1.2,637.5485839000903,638.7798789001536,638.7334541999735,638.7335066001397,638.7798789001536,638.7798789001536,638.7798789001536,0.030840399907901883,639.6360772999469,right,0,0.8614767999388278,None,639.6370997999329,639.6569120001514,639.6502196500544,639.6502196500544,,,640.6486637999769,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,5,12,92,15,640.6650406001136,,,,,,,,,,,,,,,,,,,,,,,640.6494380999357,0.6,640.6650406001136,641.3056495001074,641.2494302999694,641.2494827001356,641.3056495001074,641.3056495001074,641.3056495001074,0.040682699996978045,642.2536109001376,right,1,0.9609443000517786,None,642.254677799996,642.2770865999628,642.2669854499866,642.2669854499866,642.4929707001429,642.4929707001429,643.2654025999364,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,5,13,93,3,643.2816006999929,,,,,,,,,,,,,,,,,,,,,,,643.2662235000171,1.5,643.2816006999929,644.8402587000746,644.7666545000393,644.766727300128,644.8402587000746,644.8402587000746,644.8402587000746,0.06076629995368421,645.768807800021,right,1,0.9346662999596447,None,645.7696682000533,645.7875821001362,645.7832227501087,645.7832227501087,,,646.7818988000508,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,5,14,94,11,646.7981626000255,,,,,,,,,,,,,,,,,,,,,,,646.78263469995,0.7,646.7981626000255,647.5328405001201,647.4818601999432,647.4819247000851,647.5328405001201,647.5328405001201,647.5328405001201,0.03741530003026128,648.2517894001212,right,1,0.7201200998388231,None,648.2526042999234,648.2709552999586,648.2662472499535,648.2662472499535,648.4831143999472,648.4831143999472,649.2645849001128,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,5,15,95,4,649.2811211000662,,,,,,,,,,,,,,,,,,,,,,,649.2652386000846,1.1,649.2811211000662,650.4059220000636,650.3654482001439,650.3654901001137,650.4059220000636,650.4059220000636,650.4059220000636,0.026725600007921457,651.1682693001349,right,0,0.7640300001949072,None,651.1690779000055,651.1835678999778,651.1827058501542,651.1827058501542,651.4115406000055,651.4115406000055,652.1810115000699,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,0,0,0,8,659.5613730000332,,,,,,,,,,,,,,,,652.1819281999487,652.197627699934,652.197627699934,659.5320208999328,space,7.320457499939948,None,659.5532579999417,0.6,659.5613730000332,660.1939296000637,660.1480262000114,660.1480690001044,660.1939296000637,660.1939296000637,660.1939296000637,0.03287560003809631,661.6510843001306,right,0,1.4582400999497622,None,661.6524334000424,661.6638528001495,661.6655724500772,661.6655724500772,661.9041830999777,661.9041830999777,662.6483205000404,662.6639032999519,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,0,1,1,1,662.6639032999519,,,,,,,,,,,,,,,,,,,,,,,662.6489627999254,1.2,662.6639032999519,663.9002233999781,663.8477116001304,663.8477537999861,663.9002233999781,663.9002233999781,663.9002233999781,0.03940719994716346,664.7843407001346,right,0,0.8905522997956723,None,664.7851520001423,664.7968018001411,664.7987464501523,664.7987464501523,,,665.7812655000016,665.7968552999664,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,0,2,2,5,665.7968552999664,,,,,,,,,,,,,,,,,,,,,,,665.7819032000843,1.0,665.7968552999664,666.8268236001022,666.7812365000136,666.7812775999773,666.8268236001022,666.8268236001022,666.8268236001022,0.031967699993401766,667.3348610999528,left,0,0.5164714998099953,None,667.3356886999682,667.3467538999394,667.3485179499723,667.3485179499723,667.5633334999438,667.5633334999438,668.3309285000432,668.346574400086,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,0,3,3,7,668.346574400086,,,,,,,,,,,,,,,,,,,,,,,668.3315320999827,1.0,668.346574400086,669.3733254000545,669.3308180000167,669.3308604001068,669.3733254000545,669.3733254000545,669.3733254000545,0.029385300120338798,669.8007948999293,left,0,0.43459830014035106,None,669.8016027000267,669.8132207000162,669.8151813501493,669.8151813501493,,,670.7977926000021,670.8135095001198,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,0,4,4,0,670.8135095001198,,,,,,,,,,,,,,,,,,,,,,,670.7984190999996,0.5,670.8135095001198,671.3345939000137,671.2972280001268,671.2972709999885,671.3345939000137,671.3345939000137,671.3345939000137,0.024004500126466155,671.8341010999866,right,0,0.5007134999614209,None,671.8349041999318,671.8464788000565,671.848469350068,671.848469350068,672.0631053999532,672.0631053999532,672.8307678999845,672.8464796999469,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,0,5,5,2,672.8464796999469,,,,,,,,,,,,,,,,,,,,,,,672.8314106001053,0.5,672.8464796999469,673.375654200092,673.3307253001258,673.3307674000971,673.375654200092,673.375654200092,673.375654200092,0.03184830001555383,675.1166698001325,left,1,1.7423499000724405,None,675.1174918001052,675.1359034001362,675.1313682499342,675.1313682499342,,,676.1297401001211,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,0,6,6,9,676.1462018999737,,,,,,,,,,,,,,,,,,,,,,,676.1304528000765,1.4,676.1462018999737,677.5719916999806,677.5303064000327,677.530347699998,677.5719916999806,677.5719916999806,677.5719916999806,0.028320400044322014,678.5337453000247,right,0,0.9661518998909742,None,678.5345582000446,678.5521372000221,678.5482472500764,678.5482472500764,678.7631248999387,678.7631248999387,679.5465142000467,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,0,7,7,13,679.5629372999538,,,,,,,,,,,,,,,,,,,,,,,679.5475328001194,1.1,679.5629372999538,680.6853543000761,680.6471939000767,680.6472430001013,680.6853543000761,680.6853543000761,680.6853543000761,0.02353219990618527,682.0503317001276,right,1,1.375486200209707,None,682.0512969000265,682.0724158000667,682.0645371501334,682.0645371501334,,,683.0632128000725,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,0,8,8,4,683.0797292999923,,,,,,,,,,,,,,,,,,,,,,,683.0639709001407,0.7,683.0797292999923,683.8215073000174,683.7634924000595,683.7635419000871,683.8215073000174,683.8215073000174,683.8215073000174,0.043613700196146965,685.0506794999819,right,1,1.2319298000074923,None,685.051676900126,685.0728861000389,685.0644046499394,685.0644046499394,685.3254124999512,685.3254124999512,686.0627812999301,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,0,9,9,3,686.0792767000385,,,,,,,,,,,,,,,,,,,,,,,686.0635425001383,1.3,686.0792767000385,687.4214437000919,687.3633342999965,687.3633837001398,687.4214437000919,687.4214437000919,687.4214437000919,0.0431967000477016,688.9496547000017,right,0,1.5327661999035627,None,688.9504542001523,688.9667120999657,688.9642930499278,688.9642930499278,689.2140693000983,689.2140693000983,689.962518400047,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,0,10,10,6,689.9789788001217,,,,,,,,,,,,,,,,,,,,,,,689.9631556000095,0.9,689.9789788001217,690.9162878999487,690.8630961000454,690.8631405001506,690.9162878999487,690.9162878999487,690.9162878999487,0.03936169994994998,692.1494307001121,right,1,1.2345975001808256,None,692.1502412001137,692.1688632001169,692.1638916500845,692.1638916500845,692.4110550000332,692.4110550000332,693.1622039999347,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,0,11,11,12,693.1786011999939,,,,,,,,,,,,,,,,,,,,,,,693.1628668999765,0.7,693.1786011999939,693.9039151000325,693.8629823999945,693.8630248000845,693.9039151000325,693.9039151000325,693.9039151000325,0.02757699997164309,694.9332811001223,right,1,1.0362944998778403,None,694.9341684000101,694.9530861999374,694.9477077499498,694.9477077499498,,,695.9453420999926,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,0,12,12,10,695.9620994001161,,,,,,,,,,,,,,,,,,,,,,,695.9460537999403,0.6,695.9620994001161,696.5811433999334,696.5460250000469,696.5460681000259,696.5811433999334,696.5811433999334,696.5811433999334,0.022034999914467335,697.6333081999328,right,0,1.0616730998735875,None,697.6341836999636,697.6492644001264,697.6471842499916,697.6471842499916,697.9111244999804,697.9111244999804,698.6455542000476,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,0,13,13,11,698.6619715001434,,,,,,,,,,,,,,,,,,,,,,,698.6462515001185,1.2,698.6619715001434,699.9048510999419,699.8462913001422,699.8463455999736,699.9048510999419,699.9048510999419,699.9048510999419,0.045429700054228306,700.7989151999354,right,0,0.8905658000148833,None,700.799744399963,700.8115636000875,700.8135025499389,700.8135025499389,701.0555575001054,701.0555575001054,701.7959919001441,701.8116389000788,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,0,14,14,15,701.8116389000788,,,,,,,,,,,,,,,,,,,,,,,701.7966467000078,1.5,701.8116389000788,703.3398714000359,703.2956694001332,703.2957111001015,703.3398714000359,703.3398714000359,703.3398714000359,0.031144900014624,704.5315746001434,right,1,1.202080599963665,None,704.5320280999877,704.5447184999939,704.5468357499224,704.5468357499224,704.8251575999893,704.8251575999893,705.5291393999942,705.5446403999813,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,0,15,15,14,705.5446403999813,,,,,,,,,,,,,,,,,,,,,,,705.5298570999876,1.4,705.5446403999813,706.986819999991,706.9294962999411,706.9295390001498,706.986819999991,706.986819999991,706.986819999991,0.04394399980083108,707.7661866000853,right,1,0.7877110000699759,None,707.767614700133,707.7913969999645,707.79629970002,707.79629970002,,,708.7780607999302,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,1,0,16,8,708.7945115999319,,,,,,,,,,,,,,,,,,,,,,,708.7787333000451,0.6,708.7945115999319,709.426961200079,709.3787784001324,709.3788364999928,709.426961200079,709.426961200079,709.426961200079,0.03610759996809065,710.4820224000141,right,0,1.056220700033009,None,710.482821600046,710.4976985999383,710.4966159500648,710.4966159500648,710.71131230006,710.71131230006,711.4945432001259,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,1,1,17,11,711.5109632001258,,,,,,,,,,,,,,,,,,,,,,,711.4952480001375,1.5,711.5109632001258,713.0415970999748,712.9953094001394,712.9953739999328,713.0415970999748,713.0415970999748,713.0415970999748,0.033508599968627095,715.2482926999219,right,0,2.2106520999222994,None,715.2491200000513,715.261096799979,715.2628369499464,715.2628369499464,715.4865147999953,715.4865147999953,716.2464676001109,716.2609638001304,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,1,2,18,14,716.2609638001304,,,,,,,,,,,,,,,,,,,,,,,716.2474869000725,1.1,716.2609638001304,717.400460400153,717.3452880000696,717.345340100117,717.400460400153,717.400460400153,717.400460400153,0.0418418999761343,718.531622099923,right,1,1.1269303001463413,None,718.5341459999327,718.5514207000379,718.5461349499412,718.5461349499412,718.8296672001015,718.8296672001015,719.5442210000474,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,1,3,19,0,719.5606114000548,,,,,,,,,,,,,,,,,,,,,,,719.5449511001352,1.3,719.5606114000548,720.881930799922,720.8448896999471,720.8449316001497,720.881930799922,720.881930799922,720.881930799922,0.023498200112953782,722.5480257000308,right,0,1.6675629001110792,None,722.5488943001255,722.5648775999434,722.5625775501132,722.5625775501132,722.8257279000245,722.8257279000245,723.560669900151,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,1,4,20,4,723.5770477999467,,,,,,,,,,,,,,,,,,,,,,,723.5614010000136,1.2,723.5770477999467,724.8026068999898,724.761341100093,724.7613834000658,724.8026068999898,724.8026068999898,724.8026068999898,0.02801389992237091,725.5977684999816,right,1,0.7997675000224262,None,725.5986142000183,725.6158648000564,725.6122925500852,725.6122925500852,725.8277948000468,725.8277948000468,726.6107900999486,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,1,5,21,2,726.6271154999267,,,,,,,,,,,,,,,,,,,,,,,726.611506999936,1.1,726.6271154999267,727.74246580014,727.711254300084,727.7112948000431,727.74246580014,727.74246580014,727.74246580014,0.020274800015613437,728.881315600127,right,0,1.1372113001998514,None,728.8821431000251,728.8966835001484,728.8957286500838,728.8957286500838,729.1358535999898,729.1358535999898,729.8937997000758,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,1,6,22,1,729.9101408999413,,,,,,,,,,,,,,,,,,,,,,,729.8944970001467,0.9,729.9101408999413,730.8570634000935,730.7952807000838,730.7953421000857,730.8570634000935,730.8570634000935,730.8570634000935,0.04417110001668334,732.530438600108,right,0,1.6847270000725985,None,732.5312366001308,732.5432595999446,732.5450915501453,732.5450915501453,,,733.527568000136,733.543185000075,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,1,7,23,7,733.543185000075,,,,,,,,,,,,,,,,,,,,,,,733.5281994999386,1.2,733.543185000075,734.7825929000974,734.7282782001421,734.7283944000956,734.7825929000974,734.7825929000974,734.7825929000974,0.03617869992740452,744.9299356001429,right,1,10.16136489994824,None,744.9307556999847,744.9550445000641,744.9608779001051,744.9608779001051,,,745.9432121000718,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,1,8,24,13,745.95954670012,,,,,,,,,,,,,,,,,,,,,,,745.9441462999675,1.2,745.95954670012,747.1767025999725,747.1435493000317,747.143593300134,747.1767025999725,747.1767025999725,747.1767025999725,0.020249399822205305,748.3131293000188,left,0,1.1371081999968737,None,748.3139367001131,748.3287297999486,748.327718450036,748.327718450036,748.5642007000279,748.5642007000279,749.3259733000305,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,1,9,25,12,749.3424247000366,,,,,,,,,,,,,,,,,,,,,,,749.3266471999232,0.7,749.3424247000366,750.0999384999741,750.0274590000045,750.0275229001418,750.0999384999741,750.0999384999741,750.0999384999741,0.05997580010443926,750.7970026999246,right,1,0.6974676998797804,None,750.7981462001335,750.8193475001026,750.811250750022,750.811250750022,751.0654531000182,751.0654531000182,751.8091984000057,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,1,10,26,15,751.8255746001378,,,,,,,,,,,,,,,,,,,,,,,751.8099251000676,1.3,751.8255746001378,753.1396580000874,753.1098053001333,753.1098486001138,753.1396580000874,753.1396580000874,753.1396580000874,0.017842399887740612,754.2969833000097,left,0,1.1636473000980914,None,754.2977561999578,754.3138014001306,754.3116525500548,754.3116525500548,754.5646417001262,754.5646417001262,755.3108262000605,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,1,11,27,5,755.3254675001372,,,,,,,,,,,,,,,,,,,,,,,755.3116010001395,1.1,755.3254675001372,756.4428966001142,756.4093786999583,756.4094088000711,756.4428966001142,756.4428966001142,756.4428966001142,0.02010690001770854,757.7469981000759,left,0,1.3107424001209438,None,757.7474801000208,757.758703700034,757.762040650053,757.762040650053,757.9917963999324,757.9917963999324,758.7429434999358,758.7587055000477,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
