tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,feedback.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,5,1,81,2,271.15076950006187,,,,,,,,,,,,,,,,,,,,,,,271.1349550001323,0.9,271.15076950006187,272.09837849996984,272.03585290000774,272.0359201000538,272.09837849996984,272.09837849996984,272.09837849996984,0.04958690004423261,273.1218157999683,left,1,1.027619400061667,None,273.12270530010574,273.1434192999732,273.13635624996385,273.13635624996385,273.4048415001016,273.4048415001016,274.13472390011884,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,5,2,82,9,274.1510012000799,,,,,,,,,,,,,,,,,,,,,,,274.1356115001254,0.9,274.1510012000799,275.0865831000265,275.0350769001525,275.0351361001376,275.0865831000265,275.0865831000265,275.0865831000265,0.03493930003605783,276.43902559997514,left,1,1.3586452000308782,None,276.4405521999579,276.4652683001477,276.4525540499482,276.4525540499482,,,277.4510707000736,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,5,3,83,0,277.46739390003495,,,,,,,,,,,,,,,,,,,,,,,277.4521149999928,1.0,277.46739390003495,278.4972516000271,278.45352380000986,278.453600600129,278.4972516000271,278.4972516000271,278.4972516000271,0.03011769987642765,279.855084199924,right,0,1.360572800040245,None,279.8559189001098,279.87439080001786,279.86905264998785,279.86905264998785,,,280.8673441000283,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,5,4,84,15,280.8836954999715,,,,,,,,,,,,,,,,,,,,,,,280.86828780011274,1.2,280.8836954999715,282.1208301000297,282.06816160003655,282.068210599944,282.1208301000297,282.1208301000297,282.1208301000297,0.03819099999964237,283.3208526999224,left,0,1.2130131998565048,None,283.32149040000513,283.33329320000485,283.33552094995974,283.33552094995974,283.5650152999442,283.5650152999442,284.3180160999764,284.33336440008134,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,5,5,85,1,284.33336440008134,,,,,,,,,,,,,,,,,,,,,,,284.3189090001397,0.6,284.33336440008134,284.95913839992136,284.9176386001054,284.9176897001453,284.95913839992136,284.95913839992136,284.95913839992136,0.024687299970537424,285.83421320002526,left,1,0.883323899935931,None,285.8365637001116,285.85917589999735,285.86365940012035,285.86365940012035,,,286.8503561001271,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,5,6,86,7,286.8665779000148,,,,,,,,,,,,,,,,,,,,,,,286.8510195000563,1.3,286.8665779000148,288.22698880010284,288.1518173001241,288.15188520005904,288.22698880010284,288.22698880010284,288.22698880010284,0.057064499938860536,289.1058686999604,right,1,0.8881440998520702,None,289.1072982000187,289.12577100005,289.1185712500475,289.1185712500475,289.33785740006715,289.33785740006715,290.1170864999294,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,5,7,87,10,290.13350340002216,,,,,,,,,,,,,,,,,,,,,,,290.11821709992364,0.9,290.13350340002216,291.1023123001214,291.0184329999611,291.01850420003757,291.1023123001214,291.1023123001214,291.1023123001214,0.06355009996332228,291.8419381000567,left,1,0.7537394999526441,None,291.8434437001124,291.8663505001459,291.8560582499951,291.8560582499951,292.0689789999742,292.0689789999742,292.85029849992134,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,5,8,88,6,292.8665778001305,,,,,,,,,,,,,,,,,,,,,,,292.8513617001008,0.6,292.8665778001305,293.4998021000065,293.45098530012183,293.45102869998664,293.4998021000065,293.4998021000065,293.4998021000065,0.0350451001431793,295.004288099939,left,0,1.5123656000941992,None,295.0051933999639,295.02226490015164,295.01856205011717,295.01856205011717,,,296.01648050011136,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,5,9,89,8,296.0328750000335,,,,,,,,,,,,,,,,,,,,,,,296.0172040001489,1.3,296.0328750000335,297.36319179995917,297.3176003000699,297.3176496999804,297.36319179995917,297.36319179995917,297.36319179995917,0.027730499859899282,299.3371486000251,right,0,1.982128799892962,None,299.3379755001515,299.34950060001574,299.3515869500581,299.3515869500581,,,300.3342701001093,300.3496598000638,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,5,10,90,5,300.3496598000638,,,,,,,,,,,,,,,,,,,,,,,300.33509450010024,1.4,300.3496598000638,301.7854852001183,301.733970399946,301.7340218999889,301.7854852001183,301.7854852001183,301.7854852001183,0.03604919998906553,303.02055960008875,right,1,1.243502999888733,None,303.0215952000581,303.0462156001013,303.0508830001112,303.0508830001112,303.3258601000998,303.3258601000998,304.032993900124,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,5,11,91,14,304.04943519993685,,,,,,,,,,,,,,,,,,,,,,,304.0341938000638,1.3,304.04943519993685,305.4039205999579,305.33490759995766,305.334981800057,305.4039205999579,305.4039205999579,305.4039205999579,0.056924200151115656,306.7029073999729,right,1,1.299705500015989,None,306.70374560006894,306.721701500006,306.7175076499581,306.7175076499581,306.9898232000414,306.9898232000414,307.71649249992333,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,5,12,92,3,307.73250590008684,,,,,,,,,,,,,,,,,,,,,,,307.71771010011435,1.1,307.73250590008684,308.8897731001489,308.8174314000644,308.81753140012734,308.8897731001489,308.8897731001489,308.8897731001489,0.058562399819493294,309.9697946999222,left,1,1.0756105999462306,None,309.97067290009,309.98923610011116,309.9844370501116,309.9844370501116,310.2313171001151,310.2313171001151,310.98303270014003,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,5,13,93,12,310.9988975999877,,,,,,,,,,,,,,,,,,,,,,,310.984143699985,1.0,310.9988975999877,312.04664800013416,311.98425690014847,311.98432960011996,312.04664800013416,312.04664800013416,312.04664800013416,0.04607790010049939,313.85296420007944,right,1,1.8135736000258476,None,313.85383239993826,313.8725815000944,313.86746685002,313.86746685002,,,314.86601150012575,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,5,14,94,11,314.882419800153,,,,,,,,,,,,,,,,,,,,,,,314.8671371000819,0.9,314.882419800153,315.8413889000658,315.76726049999706,315.76733330008574,315.8413889000658,315.8413889000658,315.8413889000658,0.0619983000215143,317.18755890009925,right,0,1.3473567999899387,None,317.1883903001435,317.2036244000774,317.20025705015286,317.20025705015286,317.48222250002436,317.48222250002436,318.20003650011495,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,5,15,95,4,318.2153924999293,,,,,,,,,,,,,,,,,,,,,,,318.2011607000604,1.4,318.2153924999293,319.6490402999334,319.59968670015223,319.59973959997296,319.6490402999334,319.6490402999334,319.6490402999334,0.03378330008126795,320.63617610000074,right,1,0.9981474000960588,None,320.63721509999596,320.6574174000416,320.6499977501109,320.6499977501109,320.9072158001363,320.9072158001363,321.6483744001016,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,0,0,0,4,321.66475430014543,,,,,,,,,,,,,,,,,,,,,,,321.65786490007304,1.2,321.66475430014543,322.9082564001437,322.84946619998664,322.84953469992615,322.9082564001437,322.9082564001437,322.9082564001437,0.04232320003211498,323.58581790002063,right,0,0.6761413000058383,None,323.587418399984,323.6036400999874,323.6001393499784,323.6001393499784,323.8262044999283,323.8262044999283,324.5982456000056,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,0,1,1,14,324.61478230007924,,,,,,,,,,,,,,,,,,,,,,,324.59910250012763,0.8,324.61478230007924,325.468233600026,325.3995453999378,325.3996091999579,325.468233600026,325.468233600026,325.468233600026,0.050447999965399504,327.7020215000957,right,1,2.2461459999904037,None,327.7029065999668,327.72196430014446,327.71646135002374,327.71646135002374,327.98591800010763,327.98591800010763,328.715541300131,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex11.jpg,right,0,0,0,1,0,1,1,1,0,2,2,10,328.73168960004114,,,,,,,,,,,,,,,,,,,,,,,328.71679079998285,1.2,328.73168960004114,329.9814663999714,329.9167637999635,329.916836499935,329.9814663999714,329.9814663999714,329.9814663999714,0.05193939991295338,331.3351968000643,left,0,1.3624313999898732,None,331.3360065999441,331.3507177999709,331.3498834500089,331.3498834500089,331.57371080014855,331.57371080014855,332.3482578000985,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,0,3,3,9,332.36449300008826,,,,,,,,,,,,,,,,,,,,,,,332.34910889994353,1.5,332.36449300008826,333.90347660006955,333.8490514999721,333.84910729993135,333.90347660006955,333.90347660006955,333.90347660006955,0.03896110015921295,335.268681100104,left,1,1.3709694999270141,None,335.26974899997003,335.2928740000352,335.2827853500377,335.2827853500377,,,336.28151590004563,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,0,4,4,0,336.2977144001052,,,,,,,,,,,,,,,,,,,,,,,336.28268059995025,1.0,336.2977144001052,337.3412168000359,337.28284880006686,337.2829249999486,337.3412168000359,337.3412168000359,337.3412168000359,0.04448019992560148,338.26864990009926,left,1,0.9304839000105858,None,338.26948629994877,338.28750670002773,338.2831238499377,338.2831238499377,,,339.28126720013097,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,0,5,5,15,339.29737740010023,,,,,,,,,,,,,,,,,,,,,,,339.28215100010857,1.3,339.29737740010023,340.64035789994523,340.5820190999657,340.58207620005123,340.64035789994523,340.64035789994523,340.64035789994523,0.04313710005953908,341.78506040014327,right,1,1.152722799917683,None,341.7861017000396,341.80788370012306,341.7990695499349,341.7990695499349,,,342.79746380005963,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,0,6,6,11,342.813704600092,,,,,,,,,,,,,,,,,,,,,,,342.7983407001011,0.8,342.813704600092,343.65905630006455,343.5985228000209,343.5985960001126,343.65905630006455,343.65905630006455,343.65905630006455,0.04546729987487197,345.1516297000926,right,1,1.5052134001161903,None,345.1524561000988,345.1714355000295,345.1654336499516,345.1654336499516,,,346.16463489993475,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,0,7,7,8,346.18051810003817,,,,,,,,,,,,,,,,,,,,,,,346.1655303000007,1.3,346.18051810003817,347.5092531000264,347.46510539995506,347.46515960013494,347.5092531000264,347.5092531000264,347.5092531000264,0.029099600156769156,349.66853290004656,left,1,2.1665399000048637,None,349.6696266999934,349.69245680002496,349.68237284994683,349.68237284994683,349.91427449998446,349.91427449998446,350.68107550009154,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,0,8,8,12,350.69682259997353,,,,,,,,,,,,,,,,,,,,,,,350.68223579996265,0.6,350.69682259997353,351.34344330010936,351.281953800004,351.28202729998156,351.34344330010936,351.34344330010936,351.34344330010936,0.046566199976950884,353.1839604000561,right,0,1.8494478999637067,None,353.18483599997126,353.2032012999989,353.1983516500797,353.1983516500797,,353.41353249992244,354.1990006000269,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,0,9,9,6,354.2137651001103,,,,,,,,,,,,,,,,,,,,,,,354.1998513001017,0.7,354.2137651001103,354.957213900052,354.89820350008085,354.8982564001344,354.957213900052,354.957213900052,354.957213900052,0.04354749992489815,356.31783329998143,left,0,1.3670426001772285,None,356.318869800074,356.3347032000311,356.3318347500637,356.3318347500637,356.56991650001146,356.56991650001146,357.3304449999705,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,0,10,10,7,357.3464736000169,,,,,,,,,,,,,,,,,,,,,,,357.3312603000086,0.7,357.3464736000169,358.08742330013774,358.0310188999865,358.0310722999275,358.08742330013774,358.08742330013774,358.08742330013774,0.04101709998212755,360.05006420006976,right,1,1.9723064999561757,None,360.0508731000591,360.0690983000677,360.0646579501219,360.0646579501219,,,361.063089299947,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex11.jpg,right,0,0,0,1,0,1,1,1,0,11,11,2,361.0795038000215,,,,,,,,,,,,,,,,,,,,,,,361.0639482999686,1.2,361.0795038000215,362.32019310002215,362.2642030999996,362.26425620005466,362.32019310002215,362.32019310002215,362.32019310002215,0.040682199876755476,363.11759250005707,left,0,0.8079207001719624,None,363.1186305000447,363.13633130001836,363.1315960500389,363.1315960500389,363.41088220011443,363.41088220011443,364.1300256000832,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,0,12,12,5,364.14633799996227,,,,,,,,,,,,,,,,,,,,,,,364.13119839993306,0.6,364.14633799996227,364.7943142999429,364.73107280000113,364.7311484001111,364.7943142999429,364.7943142999429,364.7943142999429,0.05004390003159642,366.43333959998563,right,0,1.640338100027293,None,366.43415120011196,366.4463669001125,366.4480468500871,366.4480468500871,,,367.43131610006094,367.4459603000432,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,0,13,13,13,367.4459603000432,,,,,,,,,,,,,,,,,,,,,,,367.4323796001263,1.4,367.4459603000432,368.8810732001439,368.83024669997394,368.8302999001462,368.8810732001439,368.8810732001439,368.8810732001439,0.0350536999758333,369.7004519000184,right,0,0.8287640998605639,None,369.70148629997857,369.7124566999264,369.7143592499662,369.7143592499662,369.98335859994404,369.98335859994404,370.69821369997226,370.71288920007646,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,0,14,14,1,370.71288920007646,,,,,,,,,,,,,,,,,,,,,,,370.69934309995733,0.6,370.71288920007646,371.36268940009177,371.2998571000062,371.29993039998226,371.36268940009177,371.36268940009177,371.36268940009177,0.04912859993055463,373.3496223001275,right,0,1.9966710000298917,None,373.35044780001044,373.3624088000506,373.36406855010426,373.36406855010426,,,374.3470471999608,374.36241440009326,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,0,15,15,3,374.36241440009326,,,,,,,,,,,,,,,,,,,,,,,374.34789910004474,0.7,374.36241440009326,375.10964290006086,375.0468288001139,375.0468824999407,375.10964290006086,375.10964290006086,375.10964290006086,0.04748680000193417,380.43250639992766,left,0,5.330106199951842,None,380.4333337000571,380.47679610014893,380.4796226500999,380.4796226500999,380.71742240013555,380.71742240013555,381.4457805000711,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,1,0,16,15,381.46197720011696,,,,,,,,,,,,,,,,,,,,,,,381.44684999994934,1.1,381.46197720011696,382.6104240999557,382.5474523999728,382.5475198000204,382.6104240999557,382.6104240999557,382.6104240999557,0.049828700022771955,384.1153679001145,left,0,1.5065609999001026,None,384.11617449996993,384.1311896000989,384.1299782500602,384.1299782500602,384.4110334001016,384.4110334001016,385.12910200003535,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,1,1,17,5,385.14530270011164,,,,,,,,,,,,,,,,,,,,,,,385.13033360010013,0.8,385.14530270011164,385.9980448000133,385.93037610012107,385.930492100073,385.9980448000133,385.9980448000133,385.9980448000133,0.054345399839803576,387.06543019996025,left,1,1.068835699930787,None,387.066267499933,387.08433230011724,387.0800686500035,387.0800686500035,,,388.078651299933,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex11.jpg,right,0,0,0,1,0,1,1,1,1,2,18,2,388.0950194001198,,,,,,,,,,,,,,,,,,,,,,,388.07952690008096,1.2,388.0950194001198,389.33878340013325,389.2794580999762,389.27951180003583,389.33878340013325,389.33878340013325,389.33878340013325,0.04376400006003678,390.39998330012895,right,1,1.0740328999236226,None,390.4011828000657,390.4236387000419,390.4296448001172,390.4296448001172,390.6522041999269,390.6522041999269,391.4118787001353,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,1,3,19,12,391.4280992001295,,,,,,,,,,,,,,,,,,,,,,,391.41309790010564,1.3,391.4280992001295,392.77278589992784,392.7132047000341,392.7132808000315,392.77278589992784,392.77278589992784,392.77278589992784,0.04566280008293688,393.9011901000049,left,1,1.1245661999564618,None,393.90245199995115,393.92313620005734,393.9154501499608,393.9154501499608,394.15429270011373,394.15429270011373,394.91256780014373,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,1,4,20,6,394.92829730012454,,,,,,,,,,,,,,,,,,,,,,,394.9137580001261,0.8,394.92829730012454,395.7801028001122,395.7134163000155,395.71349030011334,395.7801028001122,395.7801028001122,395.7801028001122,0.05445470008999109,398.9489218001254,left,0,3.176825299859047,None,398.94979840004817,398.9651645999402,398.96289444998837,398.96289444998837,,,399.96112049999647,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,1,5,21,13,399.97744620009325,,,,,,,,,,,,,,,,,,,,,,,399.96194349997677,1.3,399.97744620009325,401.31620709993877,401.2621977000963,401.2622515000403,401.31620709993877,401.31620709993877,401.31620709993877,0.036379999946802855,402.53210519999266,left,1,1.2224985999055207,None,402.53315020003356,402.55563329998404,402.5461519500706,402.5461519500706,402.7614236001391,402.7614236001391,403.5448867001105,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,1,6,22,0,403.5610499000177,,,,,,,,,,,,,,,,,,,,,,,403.54605580004863,0.7,403.5610499000177,404.28207359998487,404.24467430007644,404.2447168000508,404.28207359998487,404.28207359998487,404.28207359998487,0.024223600048571825,406.8321108999662,right,0,2.5568042998202145,None,406.83294140012003,406.8479381999932,406.8463441499509,406.8463441499509,407.0603914000094,407.0603914000094,407.8440084999893,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,1,7,23,9,407.86055910005234,,,,,,,,,,,,,,,,,,,,,,,407.84488550014794,0.7,407.86055910005234,408.5974421999417,408.5453103000764,408.5453644001391,408.5974421999417,408.5974421999417,408.5974421999417,0.03654530015774071,410.69891800009646,right,0,2.1058297001291066,None,410.69997750013135,410.71157280006446,410.71249555009416,410.71249555009416,410.9911420000717,410.9911420000717,411.7106918999925,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,1,8,24,3,411.7273623000365,,,,,,,,,,,,,,,,,,,,,,,411.7118094000034,1.5,411.7273623000365,413.2824939999264,413.2120751000475,413.2121496000327,413.2824939999264,413.2824939999264,413.2824939999264,0.05890269996598363,414.5310221000109,left,0,1.2484768000431359,None,414.53188419993967,414.54401080007665,414.54558265004306,414.54558265004306,,,415.52896400005557,415.5434246000368,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex9.jpg,left,0,0,0,1,0,1,1,1,1,9,25,8,415.5434246000368,,,,,,,,,,,,,,,,,,,,,,,415.53010760014877,0.7,415.5434246000368,416.28758449992165,416.22852020012215,416.22859390010126,416.28758449992165,416.28758449992165,416.28758449992165,0.04391319979913533,417.3136190001387,left,1,1.030676000053063,None,417.3144352999516,417.33239650004543,417.32823934992774,417.32823934992774,417.56492909998633,417.56492909998633,418.32789220009,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
 2:4, 48:64,6,partial,2,images/Ex12.jpg,right,0,0,0,1,0,1,1,1,1,10,26,11,418.34375560004264,,,,,,,,,,,,,,,,,,,,,,,418.3289969000034,1.1,418.34375560004264,419.49695620010607,419.4284064001404,419.4284791999962,419.49695620010607,419.49695620010607,419.49695620010607,0.056820200057700276,421.4469757999759,left,0,1.9521250000689179,None,421.4478486001026,421.4670419001486,421.46150515000335,421.46150515000335,421.7132234000601,421.7132234000601,422.46052270010114,,,,,,,,,santTest,001,32,Masc,Mex,2024-02-18_12h51.39.739,CatRev1_within,2023.2.3,59.985627362177276,2024-02-18 12h52.15.989326 -0500,
