"participant","first","difficulty","set","1-total-reversed","2-total-reversed","3-total-reversed","4-total-reversed","5-total-reversed","6-total-reversed","7-total-reversed","8-total-reversed","9-total-reversed","10-total-reversed","11-total-reversed","12-total-reversed","1-partial-reversed","2-partial-reversed","3-partial-reversed","4-partial-reversed","5-partial-reversed","6-partial-reversed","7-partial-reversed","8-partial-reversed","9-partial-reversed","10-partial-reversed","11-partial-reversed","12-partial-reversed","1-partial-nonreversed","2-partial-nonreversed","3-partial-nonreversed","4-partial-nonreversed","5-partial-nonreversed","6-partial-nonreversed","7-partial-nonreversed","8-partial-nonreversed","9-partial-nonreversed","10-partial-nonreversed","11-partial-nonreversed","12-partial-nonreversed"
"65d88c96834862408313a6c4","first-partial","easy",8,1.0421,0.8899,0.76555,0.74795,0.69655,0.6691,0.74675,0.79155,0.99945,0.9146,0.8093,0.8069,2.4606,1.62345,1.02615,0.7841,1.1884,1.0427,1.2742,0.8058,0.83265,0.7764,0.6822,1.04025,2.8046,1.43095,0.9704,0.73125,1.6393,1.30465,0.8102,0.75875,0.69825,0.77585,1.11315,0.8898
