task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,tasksRows,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trialsRows,eachBlock,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task,phase,Exemplars,r_correct,condition,difficulty,set,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,0.008363200002349913,0.025844600051641464,0.025844600051641464,1.048901000060141,space,1.013564300024882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193515,001,,,,,2025-08-14_13h36.21.009,CRL1e,2023.2.3,59.674843722673174,2025-08-14 13h36.32.979727 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048948400071822,1.0610707000596449,1.0610707000596449,1.4772264000494033,space,0.41156779997982085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193515,001,,,,,2025-08-14_13h36.21.009,CRL1e,2023.2.3,59.674843722673174,2025-08-14 13h36.32.979727 -0400,
,,,,,,,,,,,,,,,,,,,,,,2.125639499980025,,,,,,,,,,,,,,,,1.481000000028871,1.4951697000069544,1.4951697000069544,2.109932200051844,space,0.5977449000347406,None,2.1177399000152946,1.0,2.125639499980025,3.5454181999666616,3.1099620000459254,3.1099856999935582,3.5454181999666616,3.5454181999666616,3.5454181999666616,0.403532899916172,7.697710399981588,left,1,4.173898000037298,None,7.698316200054251,7.72117460006848,7.713369766661587,7.713369766661587,7.9308026999933645,7.9308026999933645,,,,,,,,,,,,
