infCons.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,OS,frameRate,instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,fixation.stopped,stim.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,task,phase,Exemplars,r_correct,end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,962.1973,0.9,963.0972,963.0972,963.8152,left,1,0.7124,,963.8153,964.8158,4,15,79,10,1,total,1,images/Ex3.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,964.8161,1.3,966.1175,966.1175,966.7173,right,1,0.5889,,966.7173,967.7182,5,0,80,12,1,total,1,images/Ex5.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,967.7185,1.4,969.1195,969.1195,969.5873,right,0,0.4551,,969.5873,970.5876,5,1,81,8,1,total,1,images/Ex1.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,970.5879,1.1,971.689,971.6891,972.2554,left,1,0.5653,,972.2554,973.257,5,2,82,2,1,total,1,images/Ex3.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,973.2573,0.7,973.9574,973.9574,974.7581,left,1,0.7895,,974.7581,975.7593,5,3,83,9,1,total,1,images/Ex2.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,975.7597,0.9,976.66,976.66,977.2774,left,1,0.605,,977.2775,978.278,5,4,84,1,1,total,1,images/Ex2.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,978.2783,0.8,979.0781,979.0782,979.7455,right,1,0.662,,979.7455,980.7462,5,5,85,5,1,total,1,images/Ex6.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,980.7465,1.2,981.9478,981.9479,982.5646,left,1,0.6123,,982.5646,983.566,5,6,86,10,1,total,1,images/Ex3.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,983.5662,1.4,984.9663,984.9664,985.5839,left,1,0.6092,,985.584,986.5714,5,7,87,0,1,total,1,images/Ex1.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,986.5717,1.1,987.6686,987.6687,988.3369,right,0,0.6554,,988.3369,989.3367,5,8,88,3,1,total,1,images/Ex4.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,989.3369,1.3,990.6382,990.6382,991.4725,right,1,0.8325,,991.4725,992.4729,5,9,89,6,1,total,1,images/Ex7.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,992.4733,1.1,993.5748,993.5748,994.1589,right,1,0.5713,,994.159,995.159,5,10,90,15,1,total,1,images/Ex8.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,995.1594,1.3,996.4609,996.4609,997.2773,right,1,0.8155,,997.2773,998.2789,5,11,91,14,1,total,1,images/Ex7.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,998.2792,1.3,999.5794,999.5794,1000.1975,left,1,0.6071,,1000.1975,1001.1974,5,12,92,11,1,total,1,images/Ex4.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1001.1977,1.2,1002.3991,1002.3992,1002.8658,right,1,0.4573,,1002.8658,1003.867,5,13,93,13,1,total,1,images/Ex6.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1003.8673,1.2,1005.0677,1005.0677,1005.6184,right,1,0.5489,,1005.6184,1006.6191,5,14,94,7,1,total,1,images/Ex8.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1006.6195,1.2,1007.8199,1007.8199,1008.3201,right,1,0.4971,,1008.3202,1009.3218,5,15,95,4,1,total,1,images/Ex5.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1009.3242,1.3,1010.6221,1010.6221,1011.0402,left,1,0.411,,1011.0402,1012.0401,0,0,0,15,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1012.0404,1.1,1013.1419,1013.1419,1013.8082,right,0,0.6653,,1013.8083,1014.8098,0,1,1,12,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1014.8101,0.9,1015.7104,1015.7104,1016.1945,right,0,0.4716,,1016.1945,1017.1945,0,2,2,5,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1017.1947,1.1,1018.2964,1018.2964,1018.9636,right,0,0.6566,,1018.9636,1019.9644,0,3,3,4,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1019.9647,0.6,1020.5646,1020.5646,1021.3826,right,0,0.8051,,1021.3827,1022.3824,0,4,4,6,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1022.3826,0.9,1023.2841,1023.2841,1024.051,left,0,0.7557,,1024.051,1025.0523,0,5,5,3,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1025.0526,1.4,1026.4526,1026.4527,1027.3044,right,0,0.8406,,1027.3044,1028.305,0,6,6,7,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1028.3054,0.8,1029.1052,1029.1052,1030.14,left,0,1.0234,,1030.14,1031.1402,0,7,7,8,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1031.1404,0.7,1031.8415,1031.8415,1033.1595,left,0,1.3052,,1033.1596,1034.1595,0,8,8,9,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1034.1676,1,1035.1608,1035.1608,1036.329,right,0,1.1631,,1036.329,1037.3297,0,9,9,13,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1037.33,0.6,1037.9297,1037.9297,1038.931,right,1,0.9891,,1038.931,1039.9318,0,10,10,0,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1039.9321,1.4,1041.3326,1041.3326,1042.5502,right,1,1.2169,,1042.5502,1043.5516,0,11,11,11,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1043.5519,1.3,1044.8526,1044.8526,1045.9541,right,1,1.0891,,1045.9542,1046.9543,0,12,12,2,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1046.9546,1.3,1048.2557,1048.2557,1050.1077,left,0,1.8396,,1050.1077,1051.1084,0,13,13,1,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1051.1087,1.4,1052.5086,1052.5086,1053.4605,left,1,0.9464,,1053.4606,1054.4608,0,14,14,14,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1054.461,0.6,1055.0613,1055.0614,1055.729,right,1,0.6583,,1055.729,1056.7301,0,15,15,10,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1056.7304,0.9,1057.6306,1057.6307,1058.5812,right,1,0.9397,,1058.5812,1059.5813,1,0,16,1,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1059.5817,0.9,1060.4831,1060.4831,1061.2333,left,1,0.7423,,1061.2333,1062.2347,1,1,17,7,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1062.2351,0.9,1063.1352,1063.1352,1063.8029,right,0,0.6555,,1063.8029,1064.8034,1,2,18,5,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1064.8037,1.5,1066.3049,1066.3049,1067.2716,left,1,0.9557,,1067.2717,1068.2733,1,3,19,13,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1068.2735,1.1,1069.3731,1069.3732,1070.642,left,1,1.2578,,1070.6421,1071.6429,1,4,20,12,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1071.6433,1.2,1072.8439,1072.8439,1073.5106,right,1,0.6548,,1073.5106,1074.5119,1,5,21,2,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1074.5122,0.5,1075.012,1075.012,1075.8296,left,1,0.8096,,1075.8297,1076.8301,1,6,22,14,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1076.8304,0.7,1077.5307,1077.5308,1078.1482,right,1,0.6156,,1078.1483,1079.1493,1,7,23,9,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1079.1497,1.2,1080.3503,1080.3503,1081.4846,left,0,1.1277,,1081.4847,1082.4855,1,8,24,0,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1082.4858,1.1,1083.5857,1083.5857,1084.2539,right,1,0.6558,,1084.2539,1085.2541,1,9,25,10,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1085.2543,0.9,1086.1549,1086.1549,1086.6229,right,1,0.4553,,1086.6229,1087.6227,1,10,26,8,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1087.6231,1,1088.6241,1088.6241,1089.2584,right,0,0.623,,1089.2584,1090.259,1,11,27,6,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1090.2593,0.7,1090.959,1090.959,1091.5437,right,1,0.5835,,1091.5437,1092.5445,1,12,28,3,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1092.5447,0.8,1093.345,1093.345,1093.9453,right,1,0.5977,,1093.9453,1094.9464,1,13,29,11,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1094.9467,0.8,1095.7472,1095.7472,1096.3813,left,1,0.6256,,1096.3814,1097.3813,1,14,30,4,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1097.3817,1,1098.383,1098.383,1098.8491,right,0,0.465,,1098.8491,1099.8506,1,15,31,15,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1099.8508,0.6,1100.4507,1100.4507,1101.3693,left,1,0.9058,,1101.3693,1102.3696,2,0,32,13,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1102.37,1.1,1103.4697,1103.4697,1104.0537,right,0,0.5724,,1104.0538,1105.0553,2,1,33,15,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1105.0556,0.9,1105.9553,1105.9553,1107.0574,left,1,1.0982,,1107.0574,1108.057,2,2,34,6,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1108.0574,1.2,1109.258,1109.2581,1110.1763,left,1,0.9061,,1110.1763,1111.177,2,3,35,7,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1111.1773,1.4,1112.5776,1112.5777,1112.8457,right,1,0.2556,,1112.8457,1113.8463,2,4,36,9,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1113.8466,1.1,1114.9464,1114.9465,1115.5305,right,1,0.5722,,1115.5306,1116.5318,2,5,37,8,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1116.532,1.3,1117.8332,1117.8332,1118.3506,left,1,0.5045,,1118.3506,1119.3506,2,6,38,5,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1119.3509,0.7,1120.0508,1120.0508,1120.3523,right,1,0.2947,,1120.3524,1121.3522,2,7,39,1,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1121.3524,1.4,1122.7543,1122.7543,1123.3211,right,1,0.5613,,1123.3212,1124.3221,2,8,40,3,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1124.3224,1.4,1125.723,1125.7231,1125.9566,left,0,0.2317,,1125.9566,1126.9573,2,9,41,2,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1126.9575,0.7,1127.6578,1127.6579,1127.9914,right,1,0.3223,,1127.9914,1128.9929,2,10,42,0,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1128.9933,0.8,1129.7933,1129.7933,1130.3941,right,0,0.5889,,1130.3941,1131.3951,2,11,43,14,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1131.3954,1,1132.3953,1132.3953,1133.1963,left,1,0.7903,,1133.1963,1134.1973,2,12,44,12,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1134.1976,0.7,1134.8976,1134.8976,1135.4818,right,1,0.572,,1135.4818,1136.4824,2,13,45,10,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1136.4827,0.5,1136.9833,1136.9833,1137.3671,left,1,0.3724,,1137.3672,1138.3678,2,14,46,4,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1138.3681,0.9,1139.2679,1139.2679,1139.8353,right,1,0.5628,,1139.8353,1140.836,2,15,47,11,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1140.8362,0.7,1141.5373,1141.5373,1142.1203,right,1,0.574,,1142.1204,1143.122,3,0,48,10,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1143.1222,1.4,1144.5222,1144.5222,1145.0905,left,1,0.5589,,1145.0905,1146.0908,3,1,49,12,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1146.0911,0.9,1146.9919,1146.9919,1147.2424,right,0,0.2382,,1147.2424,1148.2424,3,2,50,7,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1148.2427,1.3,1149.5433,1149.5433,1150.1947,right,1,0.6395,,1150.1948,1151.1957,3,3,51,2,1,total,2,images/Ex3.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1151.1959,1.3,1152.4966,1152.4967,1152.9967,right,0,0.4903,,1152.9968,1153.9982,3,4,52,4,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1153.9984,0.9,1154.8985,1154.8985,1156.2332,left,1,1.3291,,1156.2332,1157.2342,3,5,53,6,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1157.2346,1.3,1158.5347,1158.5347,1159.2528,right,1,0.7074,,1159.2528,1160.2532,3,6,54,8,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1160.2535,0.9,1161.1544,1161.1545,1161.7551,right,1,0.5936,,1161.7552,1162.7553,3,7,55,3,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1162.7557,1.5,1164.2571,1164.2571,1164.8577,right,1,0.5954,,1164.8577,1165.8577,3,8,56,0,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1165.858,1.1,1166.9594,1166.9595,1168.0934,left,1,1.1331,,1168.0934,1169.0936,3,9,57,15,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1169.094,0.8,1169.8952,1169.8952,1170.9457,left,1,1.0474,,1170.9457,1171.9469,3,10,58,5,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1171.9472,0.9,1172.848,1172.848,1173.4985,right,1,0.6449,,1173.4985,1174.4992,3,11,59,11,1,total,2,images/Ex4.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1174.4995,0.9,1175.3996,1175.3996,1176.1003,right,1,0.6893,,1176.1003,1177.1017,3,12,60,1,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1177.102,1,1178.1023,1178.1023,1178.6854,right,0,0.581,,1178.6855,1179.6864,3,13,61,13,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1179.6866,1.5,1181.1885,1181.1885,1182.2727,right,0,1.0799,,1182.2728,1183.2726,3,14,62,14,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1183.2729,1,1184.2745,1184.2745,1184.9414,right,1,0.6641,,1184.9415,1185.9427,3,15,63,9,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1185.943,1.3,1187.2428,1187.2429,1187.511,left,0,0.2621,,1187.511,1188.5109,4,0,64,8,1,total,2,images/Ex1.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1188.5111,1,1189.5124,1189.5124,1190.5803,right,1,1.0556,,1190.5803,1191.5809,4,1,65,1,1,total,2,images/Ex2.jpg,right,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1191.5813,0.7,1192.2806,1192.2806,1193.0992,right,0,0.8056,,1193.0992,1194.0989,4,2,66,15,1,total,2,images/Ex8.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1194.0993,1.3,1195.4009,1195.4009,1196.5178,left,1,1.1055,,1196.5178,1197.5186,4,3,67,14,1,total,2,images/Ex7.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1197.5188,1,1198.5195,1198.5195,1199.1534,right,0,0.6253,,1199.1534,1200.1547,4,4,68,12,1,total,2,images/Ex5.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1200.155,1.4,1201.5556,1201.5557,1202.5574,left,1,0.9944,,1202.5574,1203.5575,4,5,69,13,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1203.5578,0.7,1204.2579,1204.2579,1204.8416,left,1,0.5726,,1204.8416,1205.8434,4,6,70,5,1,total,2,images/Ex6.jpg,left,,,,,
,,,,,262721,001,30,male,Dutch,2024-02-21_19h59.55.055,CategoryRev1_within,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,1205.8437,0.9,1206.744,1206.7441,1207.4941,right,1,0.7413,,1207.4942,1208.4947,4,7,71,2,1,total,2,images/Ex3.jpg,right,,,,,
