tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,condition,difficulty,set,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,feedback.stopped,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,0.007759600062854588,0.029300600057467818,0.029300600057467818,1.8978249999927357,space,1.8646611000876874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046793,001,,,,,2025-08-14_13h40.09.690,CRL1e,2023.2.3,59.99548833286094,2025-08-14 13h40.20.557933 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897891700034961,1.9078153000446036,1.9078153000446036,2.5769633000018075,space,0.6610035999910906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046793,001,,,,,2025-08-14_13h40.09.690,CRL1e,2023.2.3,59.99548833286094,2025-08-14 13h40.20.557933 -0400,
 0:2, 0:8,6,total,1,images/Ex2.jpg,left,training,easy,1,0,0,0,0,0,0,0,0,0,0,0,2,3.1871901000849903,,,,,,,,,,,,,,,,2.5836861000861973,2.5921637000283226,2.5921637000283226,3.1601780999917537,space,0.5579540999606252,None,3.1800978000974283,0.6,3.1871901000849903,3.827022200101055,3.7747498000971973,3.774763400084339,3.827022200101055,3.827022200101055,3.827022200101055,0.011879099998623133,10.832943000015803,right,0,7.035028100013733,None,10.833466400043108,10.853714000084437,10.848531450005249,10.848531450005249,11.07176280010026,11.07176280010026,11.842915400047787,046793,001,,,,,2025-08-14_13h40.09.690,CRL1e,2023.2.3,59.99548833286094,2025-08-14 13h40.20.557933 -0400,
,,,,,,,,,,,,,,,,,,,,,,11.859189900103956,,,,,,,,,,,,,,,,,,,,,,,11.843202500022016,1.5,11.859189900103956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
