tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,feedback.stopped,correct_tone.stopped,incorrect_tone.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.003866499988362193,0.013098499970510602,0.013098499970510602,180.35806369991042,space,180.32785820006393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.35810469998978,180.37248379993252,180.37248379993252,261.5690695999656,space,81.18372060009278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,0,0,0,7,267.3922335000243,,,,,,,,,,,,,,,,261.57548770005815,261.58400649996474,261.58400649996474,267.36790980002843,space,5.771163299912587,None,267.38587619992904,0.8,267.3922335000243,268.2629941999912,268.1840637999121,268.18408389994875,268.2629941999912,268.2629941999912,268.2629941999912,0.030257200123742223,269.53704429999925,right,1,1.307586600072682,None,269.53777389996685,269.5605472000316,269.56937648006715,269.56937648006715,270.5504288999364,,,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,0,1,1,5,270.5669155998621,,,,,,,,,,,,,,,,,,,,,,,270.55079249991104,1.2,270.5669155998621,271.7873875000514,271.75051239994355,271.7505307998508,271.7873875000514,271.7873875000514,271.7873875000514,0.02658269996754825,274.12017069989815,left,0,2.3288335998076946,None,274.120621799957,274.133372399956,274.1356837399071,274.1356837399071,275.1174468998797,274.3909195999149,274.3909195999149,275.1334959999658,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,0,2,2,12,275.1334959999658,,,,,,,,,,,,,,,,,,,,,,,275.11780259991065,0.7,275.1334959999658,275.8497206000611,275.8169617999811,275.8169803000055,275.8497206000611,275.8497206000611,275.8497206000611,0.023040000116452575,276.9365085000172,left,0,1.082024300005287,None,276.9369725000579,276.9498234000057,276.95225004001986,276.95225004001986,277.9335779999383,277.192555999849,277.192555999849,277.9497543000616,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,0,3,3,10,277.9497543000616,,,,,,,,,,,,,,,,,,,,,,,277.9339238998946,0.6,277.9497543000616,278.5687702000141,278.533777799923,278.5337944000494,278.5687702000141,278.5687702000141,278.5687702000141,0.024979100096970797,279.41963889985345,right,0,0.8475798999425024,None,279.4201022000052,279.43297369987704,279.43540724006016,279.43540724006016,280.4168346999213,,,280.4328584000468,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,0,4,4,14,280.4328584000468,,,,,,,,,,,,,,,,,,,,,,,280.4171948998701,0.6,280.4328584000468,281.0511816998478,281.0167286999058,281.016749399947,281.0511816998478,281.0511816998478,281.0511816998478,0.024667700054123998,282.31965339998715,right,1,1.2681386999320239,None,282.3201035000384,282.3346913000569,282.3353411400458,282.3353411400458,283.3328996999189,282.5538520999253,282.5538520999253,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,0,5,5,15,283.34938589995727,,,,,,,,,,,,,,,,,,,,,,,283.3332626000047,1.3,283.34938589995727,284.65912039997056,284.63319580000825,284.6332149999216,284.65912039997056,284.65912039997056,284.65912039997056,0.016445100074633956,286.08615990006365,right,1,1.42437390005216,None,286.08660929999314,286.0994667999912,286.1019243398914,286.1019243398914,287.0835102000274,,,287.0995668999385,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,0,6,6,4,287.0995668999385,,,,,,,,,,,,,,,,,,,,,,,287.0838679999579,0.7,287.0995668999385,287.80715689994395,287.78303499985486,287.7830546000041,287.80715689994395,287.80715689994395,287.80715689994395,0.014382599852979183,289.13594090007246,left,0,1.3257965000811964,None,289.1363838999532,289.1492319998797,289.1516573400004,289.1516573400004,290.1329646999948,289.39107510005124,289.39107510005124,290.1490356998984,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,0,7,7,8,290.1490356998984,,,,,,,,,,,,,,,,,,,,,,,290.1333293998614,0.5,290.1490356998984,290.6632695000153,290.63302159984596,290.6330416998826,290.6632695000153,290.6632695000153,290.6632695000153,0.020735800033435225,291.7197742999997,right,0,1.0645006999839097,None,291.7202719999477,291.7324866000563,291.73504654003773,291.73504654003773,292.71613959991373,291.96461639995687,291.96461639995687,292.73226940003224,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,0,8,8,9,292.73226940003224,,,,,,,,,,,,,,,,,,,,,,,292.7165121999569,1.3,292.73226940003224,294.0498877998907,294.01607690006495,294.0160958999768,294.0498877998907,294.0498877998907,294.0498877998907,0.023565099807456136,295.21914339996874,left,1,1.1687324999365956,None,295.2195864999667,295.2325724000111,295.2347967399983,295.2347967399983,296.21596699999645,,,296.2320029998664,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,0,9,9,3,296.2320029998664,,,,,,,,,,,,,,,,,,,,,,,296.216327900067,0.7,296.2320029998664,296.953936399892,296.91600700002164,296.9160257000476,296.953936399892,296.953936399892,296.953936399892,0.02807220001704991,298.53568700002506,right,0,1.5867205997928977,None,298.5361385999713,298.54874600004405,298.55118574004155,298.55118574004155,299.5324297999032,298.77235119999386,298.77235119999386,299.5485799999442,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,0,10,10,1,299.5485799999442,,,,,,,,,,,,,,,,,,,,,,,299.53276710002683,1.0,299.5485799999442,300.5596326000523,300.53235869994387,300.53237809985876,300.5596326000523,300.5596326000523,300.5596326000523,0.01730629988014698,301.385301399976,left,1,0.8217994999140501,None,301.3857561000623,301.39856130001135,301.4009920399403,301.4009920399403,302.3824823999312,301.61843979987316,301.61843979987316,302.39850470004603,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,0,11,11,0,302.39850470004603,,,,,,,,,,,,,,,,,,,,,,,302.38284830003977,0.7,302.39850470004603,303.1046797998715,303.08252969989553,303.0825463999063,303.1046797998715,303.1046797998715,303.1046797998715,0.01206330000422895,303.86833119997755,right,0,0.7565627999138087,None,303.868790499866,303.88169229985215,303.88407563988585,303.88407563988585,304.8655178998597,304.12965249991976,304.12965249991976,304.88152990001254,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,0,12,12,13,304.88152990001254,,,,,,,,,,,,,,,,,,,,,,,304.86587850004435,0.7,304.88152990001254,305.5901897000149,305.56543720001355,305.5654567000456,305.5901897000149,305.5901897000149,305.5901897000149,0.015299699967727065,306.41875229985453,left,0,0.8365501998923719,None,306.4192065000534,306.4317631998565,306.43402693991084,306.43402693991084,307.4154151000548,,,307.4314484000206,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,0,13,13,2,307.4314484000206,,,,,,,,,,,,,,,,,,,,,,,307.4157718999777,1.1,307.4314484000206,308.5418328999076,308.51529189990833,308.51531310006976,308.5418328999076,308.5418328999076,308.5418328999076,0.016915000043809414,309.71825459995307,right,0,1.1810010001063347,None,309.7187475999817,309.73149959999137,309.73395173985045,309.73395173985045,310.71541199996136,309.96172600006685,309.96172600006685,310.7315815000329,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,0,14,14,6,310.7315815000329,,,,,,,,,,,,,,,,,,,,,,,310.71575089986436,1.2,310.7315815000329,311.9410166000016,311.91507370001636,311.9150924999267,311.9410166000016,311.9410166000016,311.9410166000016,0.016644000075757504,313.11817259993404,right,1,1.1814001998864114,None,313.1186466999352,313.13128459989093,313.133720739861,313.133720739861,314.11514090001583,313.3898398000747,313.3898398000747,314.13112049992196,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,0,15,15,11,314.13112049992196,,,,,,,,,,,,,,,,,,,,,,,314.115510399919,0.8,314.13112049992196,314.94373179995455,314.91514800000004,314.9151767999865,314.94373179995455,314.94373179995455,314.94373179995455,0.018944100011140108,316.48447989998385,right,0,1.5347419001627713,None,316.4849598000292,316.49769570003264,316.50012863997836,316.50012863997836,317.481515499996,316.71439499990083,316.71439499990083,317.49763050000183,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,1,0,16,0,317.49763050000183,,,,,,,,,,,,,,,,,,,,,,,317.48185639991425,0.7,317.49763050000183,318.2036891998723,318.18148240004666,318.18149999994785,318.2036891998723,318.2036891998723,318.2036891998723,0.012330200057476759,319.38422859995626,right,0,1.188847600016743,None,319.3846759998705,319.39755069999956,319.39989523997065,319.39989523997065,320.3813881999813,319.6290668998845,319.6290668998845,320.3974418998696,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,1,1,17,13,320.3974418998696,,,,,,,,,,,,,,,,,,,,,,,320.3817552998662,1.0,320.3974418998696,321.407301899977,321.38128579990007,321.3813036000356,321.407301899977,321.407301899977,321.407301899977,0.016501599922776222,322.2011168000754,left,0,0.79642069991678,None,322.20158079988323,322.2141887000762,322.21661653986666,322.21661653986666,323.19820240000263,322.4650530999061,322.4650530999061,323.21435540006496,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,1,2,18,5,323.21435540006496,,,,,,,,,,,,,,,,,,,,,,,323.198621599935,0.9,323.21435540006496,324.1214765000623,324.0977510998491,324.0977694999892,324.1214765000623,324.1214765000623,324.1214765000623,0.014446600107476115,324.9173003998585,right,1,0.7927965999115258,None,324.91776059987023,324.9306359998882,324.93299923988525,324.93299923988525,325.9145287000574,,,325.93048630002886,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,1,3,19,7,325.93048630002886,,,,,,,,,,,,,,,,,,,,,,,325.9149034000002,0.9,325.93048630002886,326.8420968998689,326.81455879984424,326.81457709986717,326.8420968998689,326.8420968998689,326.8420968998689,0.017596299992874265,327.7341096000746,right,1,0.8956601000390947,None,327.7346262000501,327.7472124998458,327.74975434003863,327.74975434003863,328.7310041000601,327.9709312999621,327.9709312999621,328.74699170002714,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,1,4,20,10,328.74699170002714,,,,,,,,,,,,,,,,,,,,,,,328.7313717000652,0.8,328.74699170002714,329.5562928998843,329.530921400059,329.5309410998598,329.5562928998843,329.5562928998843,329.5562928998843,0.015853999881073833,330.9341617000755,left,1,1.3847585001494735,None,330.9346322999336,330.94735240004957,330.94981774000917,330.94981774000917,331.93085519992746,,,331.94681039988063,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,1,5,21,3,331.94681039988063,,,,,,,,,,,,,,,,,,,,,,,331.93123689992353,1.3,331.94681039988063,333.2582165999338,333.2306347999256,333.2306532000657,333.2582165999338,333.2582165999338,333.2582165999338,0.01808600011281669,334.38356649992056,left,1,1.1263012001290917,None,334.3840053998865,334.3969246998895,334.3993711400544,334.3993711400544,335.3810725999065,334.6185765999835,334.6185765999835,335.39701929991134,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,1,6,22,15,335.39701929991134,,,,,,,,,,,,,,,,,,,,,,,335.38141030003317,0.6,335.39701929991134,336.0062365999911,335.9804231999442,335.98044319986366,336.0062365999911,336.0062365999911,336.0062365999911,0.016380999935790896,337.65013560000807,right,1,1.6438098000362515,None,337.65059169987217,337.6633723999839,337.6657206398668,337.6657206398668,338.6473323998507,337.8981506000273,337.8981506000273,338.6633923999034,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,1,7,23,4,338.6633923999034,,,,,,,,,,,,,,,,,,,,,,,338.6477026999928,1.2,338.6633923999034,339.87039739987813,339.84694219985977,339.8469610000029,339.87039739987813,339.87039739987813,339.87039739987813,0.0137768997810781,341.2498755999841,left,0,1.3723536001052707,None,341.2503690999001,341.26313999993727,341.26555493997876,341.26555493997876,342.24684470007196,,,342.26308619999327,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,1,8,24,9,342.26308619999327,,,,,,,,,,,,,,,,,,,,,,,342.247211500071,1.2,342.26308619999327,343.47420169995166,343.4467889999505,343.4468075998593,343.47420169995166,343.47420169995166,343.47420169995166,0.017960200086236,344.6333347999025,right,0,1.165094600059092,None,344.6338092999067,344.64616860006936,344.64878534001764,344.64878534001764,345.63017129991204,344.8838478999678,344.8838478999678,345.64616809994914,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,1,9,25,2,345.64616809994914,,,,,,,,,,,,,,,,,,,,,,,345.63054080004804,0.6,345.64616809994914,346.25707519985735,346.23001499986276,346.23003289988264,346.25707519985735,346.25707519985735,346.25707519985735,0.017170700011774898,347.7329156999476,right,0,1.4772302999626845,None,347.73335130000487,347.74611559999175,347.7485200400697,347.7485200400697,348.7298492998816,347.97202089987695,347.97202089987695,348.7459849000443,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,1,10,26,1,348.7459849000443,,,,,,,,,,,,,,,,,,,,,,,348.7302013998851,0.6,348.7459849000443,349.3572593999561,349.3298130999319,349.3298333999701,349.3572593999561,349.3572593999561,349.3572593999561,0.017621400067582726,351.71618460002355,left,1,2.3580831000581384,None,351.7166221998632,351.72938170004636,351.7318300398765,351.7318300398765,352.713122199988,,,352.7291409999598,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex12.jpg,left,0,0,0,1,0,0,0,0,1,11,27,11,352.7291409999598,,,,,,,,,,,,,,,,,,,,,,,352.7134781999048,1.5,352.7291409999598,354.2419435000047,354.2129738999065,354.2129923000466,354.2419435000047,354.2419435000047,354.2419435000047,0.01920920005068183,355.56572489999235,right,0,1.3241164998617023,None,355.56615619990043,355.57901880005375,355.5814508398762,355.5814508398762,356.56282790005207,,,356.5788558998611,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,1,12,28,14,356.5788558998611,,,,,,,,,,,,,,,,,,,,,,,356.5631845998578,1.3,356.5788558998611,357.8887403998524,357.86257659993134,357.8625940999482,357.8887403998524,357.8887403998524,357.8887403998524,0.016707099974155426,359.78220220003277,left,0,1.8882965000811964,None,359.78267539991066,359.795432300074,359.79789364000317,359.79789364000317,360.77924699988216,360.03986110002734,360.03986110002734,360.7952930999454,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex15.jpg,right,0,0,0,1,0,0,0,0,1,13,29,6,360.7952930999454,,,,,,,,,,,,,,,,,,,,,,,360.77960689994507,0.8,360.7952930999454,361.60562409996055,361.57906070002355,361.57907720003277,361.60562409996055,361.60562409996055,361.60562409996055,0.016889099963009357,362.19881580001675,right,1,0.5939281999599189,None,362.1992551998701,362.2121341000311,362.2145318399416,362.2145318399416,363.1961912999395,362.46619080007076,362.46619080007076,363.2122712000273,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex13.jpg,right,0,0,0,1,0,0,0,0,1,14,30,12,363.2122712000273,,,,,,,,,,,,,,,,,,,,,,,363.19653819990344,1.2,363.2122712000273,364.41877239989117,364.3956845998764,364.39570309990086,364.41877239989117,364.41877239989117,364.41877239989117,0.013280000071972609,366.31525059998967,right,1,1.8896765001118183,None,366.31571169989184,366.3285701998975,366.3308884400176,366.3308884400176,367.31275220005773,366.54521330003627,366.54521330003627,367.32871989998966,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,1,15,31,8,367.32871989998966,,,,,,,,,,,,,,,,,,,,,,,367.31310739996843,1.0,367.32871989998966,368.33289499999955,368.31220649997704,368.31222529988736,368.33289499999955,368.33289499999955,368.33289499999955,0.011444199830293655,370.46515930001624,right,0,2.1310517999809235,None,370.46560869994573,370.4783613998443,370.4806943399599,370.4806943399599,371.462072199909,370.70296759996563,370.70296759996563,371.4781557000242,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,2,0,32,9,371.4781557000242,,,,,,,,,,,,,,,,,,,,,,,371.46241569984704,1.2,371.4781557000242,372.68772389995866,372.66202849987894,372.6620463000145,372.68772389995866,372.68772389995866,372.68772389995866,0.01593370013870299,375.8314286998939,left,1,3.1396596000995487,None,375.8318534998689,375.8446370998863,375.84713393996935,375.84713393996935,376.8285085000098,,,376.8446257999167,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex14.jpg,right,0,0,0,1,0,0,0,0,2,1,33,13,376.8446257999167,,,,,,,,,,,,,,,,,,,,,,,376.8288662000559,1.1,376.8446257999167,377.952837199904,377.928313100012,377.9283322999254,377.952837199904,377.952837199904,377.952837199904,0.015181499999016523,379.33152840007097,left,0,1.385563500225544,None,379.3320221998729,379.3447887999937,379.34714583994355,379.34714583994355,380.3282113999594,,,380.344381300034,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex11.jpg,left,0,0,0,1,0,0,0,0,2,2,34,10,380.344381300034,,,,,,,,,,,,,,,,,,,,,,,380.3285538998898,1.1,380.344381300034,381.45556519995444,381.4281333000399,381.42815289995633,381.45556519995444,381.45556519995444,381.45556519995444,0.017777600092813373,382.99793549999595,right,0,1.5387378998566419,None,382.99839079985395,383.0111241999548,383.0136482400121,383.0136482400121,383.9947548999917,,,384.01079929992557,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,2,3,35,0,384.01079929992557,,,,,,,,,,,,,,,,,,,,,,,383.9951134000439,0.9,384.01079929992557,384.9165304999333,384.89466409990564,384.89468059991486,384.9165304999333,384.9165304999333,384.9165304999333,0.012056699953973293,385.9810694998596,right,0,1.0694957000669092,None,385.9815378000494,385.9941380000673,385.9965782399522,385.9965782399522,386.97809039987624,386.210802000016,386.210802000016,386.99421729985625,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex10.jpg,left,0,0,0,1,0,0,0,0,2,4,36,1,386.99421729985625,,,,,,,,,,,,,,,,,,,,,,,386.9784468000289,1.3,386.99421729985625,388.3029056999367,388.27790950005874,388.27792829996906,388.3029056999367,388.3029056999367,388.3029056999367,0.01524570002220571,389.9973154999316,right,0,1.7008241000585258,None,389.99774540006183,390.010529599851,390.01293534005526,390.01293534005526,390.9945638999343,,,391.0106082998682,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex9.jpg,left,0,0,0,1,0,0,0,0,2,5,37,8,391.0106082998682,,,,,,,,,,,,,,,,,,,,,,,390.9949082999956,1.2,391.0106082998682,392.21580530004576,392.19417369994335,392.1942058999557,392.21580530004576,392.21580530004576,392.21580530004576,0.01196529995650053,393.047218499938,right,0,0.8249527998268604,None,393.0476859998889,393.0602990000043,393.0628285399871,393.0628285399871,394.0442222999409,393.27702609985135,393.27702609985135,394.0602782999631,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,2,6,38,7,394.0602782999631,,,,,,,,,,,,,,,,,,,,,,,394.0445803999901,0.7,394.0602782999631,394.7721090000123,394.74428820004687,394.74430659995414,394.7721090000123,394.7721090000123,394.7721090000123,0.017802000045776367,395.7984108000528,right,1,1.0186437000520527,None,395.7990283998661,395.81600039987825,395.81347213999834,395.81347213999834,396.8103771000169,396.0485690999776,396.0485690999776,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 32:48,6,partial,1,images/Ex16.jpg,right,0,0,0,1,0,0,0,0,2,7,39,15,396.8268996998668,,,,,,,,,,,,,,,,,,,,,,,396.8107216998469,1.1,396.8268996998668,397.9398002999369,397.9107391999569,397.91075919987634,397.9398002999369,397.9398002999369,397.9398002999369,0.01816109986975789,399.1313878998626,right,1,1.1954294999595731,None,399.13239239994437,399.15006909985095,399.1465486398665,399.1465486398665,400.14347680006176,399.3962507999968,399.3962507999968,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
