tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,feedback.stopped,correct_tone.stopped,incorrect_tone.stopped,feedback_text.stopped,end.started,text_end.started,resp_end.started,end.stopped,resp_end.keys,resp_end.rt,resp_end.duration,participant,session,Age?,Gender?,Nationality?,date,expName,psychopyVersion,frameRate,expStart,
 2:4, 48:64,6,partial,2,images/Ex14.jpg,left,0,0,0,1,0,1,1,1,5,8,88,5,874.401915699942,,,,,,,,,,,,,,,,,,,,,,,874.3860293999314,1.1,874.401915699942,875.5105274999514,875.4856038000435,875.4856233999599,875.5105274999514,875.5105274999514,875.5105274999514,0.015480800066143274,876.1218252999242,left,1,0.6092177000828087,None,876.1222762998659,876.1352945999242,876.1375518400455,876.1375518400455,877.1192977998871,876.3837486000266,876.3837486000266,877.1353857000358,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex15.jpg,right,0,0,0,1,0,1,1,1,5,9,89,6,877.1353857000358,,,,,,,,,,,,,,,,,,,,,,,877.1196371999104,1.1,877.1353857000358,878.2468894000631,878.2188247998711,878.21885569999,878.2468894000631,878.2468894000631,878.2468894000631,0.01835989998653531,880.3384443998802,right,1,2.089820100227371,None,880.338878300041,880.3517944000196,880.3541455400409,880.3541455400409,881.3355127999093,,,881.3515031000134,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,5,10,90,12,881.3515031000134,,,,,,,,,,,,,,,,,,,,,,,881.335869600065,1.0,881.3515031000134,882.35906050005,882.3352337998804,882.3352754998486,882.35906050005,882.35906050005,882.35906050005,0.013936900068074465,883.088157299906,left,1,0.7263233000412583,None,883.088596199872,883.1015075000469,883.1038068399066,883.1038068399066,884.0852778998669,,,884.1013889000751,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,5,11,91,15,884.1013889000751,,,,,,,,,,,,,,,,,,,,,,,884.0856387000531,1.1,884.1013889000751,885.2138131000102,885.1855756998993,885.185594700044,885.2138131000102,885.2138131000102,885.2138131000102,0.018263900186866522,885.7546773999929,right,1,0.5432971001137048,None,885.7551275000442,885.7679770998657,885.7702715400374,885.7702715400374,886.7517432000022,886.0465808999725,886.0465808999725,886.7678213000763,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex16.jpg,right,0,0,0,1,0,1,1,1,5,12,92,7,886.7678213000763,,,,,,,,,,,,,,,,,,,,,,,886.752093099989,1.4,886.7678213000763,888.1790932000149,888.1516491998918,888.1516662000213,888.1790932000149,888.1790932000149,888.1790932000149,0.01773940003477037,888.6881615999155,right,1,0.5138054001145065,None,888.6886207999196,888.7014156000223,888.7038150400622,888.7038150400622,889.6849491000175,888.9611165998504,888.9611165998504,889.7010202999227,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex13.jpg,left,0,0,0,1,0,1,1,1,5,13,93,4,889.7010202999227,,,,,,,,,,,,,,,,,,,,,,,889.685312599875,1.3,889.7010202999227,891.0080889000092,890.9848835999146,890.9849030999467,891.0080889000092,891.0080889000092,891.0080889000092,0.012996500125154853,891.6042913999408,left,1,0.5948630999773741,None,891.6047334000468,891.6177288999315,891.6198989398545,891.6198989398545,892.6016241998877,,,892.6175824999809,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex11.jpg,right,0,0,0,1,0,1,1,1,5,14,94,2,892.6175824999809,,,,,,,,,,,,,,,,,,,,,,,892.6019718998577,0.5,892.6175824999809,893.128977800021,893.1015367999207,893.1015562999528,893.128977800021,893.128977800021,893.128977800021,0.017265799921005964,894.52159629995,right,1,1.401480499887839,None,894.5221189998556,894.5342566000763,894.5367497400148,894.5367497400148,895.5180903999135,894.7756584999152,894.7756584999152,895.5340593999717,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 2:4, 48:64,6,partial,2,images/Ex10.jpg,left,0,0,0,1,0,1,1,1,5,15,95,9,895.5340593999717,,,,,,,,,,,,,,,,,,,,,,,895.51847609994,0.7,895.5340593999717,896.244113799883,896.2179485999513,896.2179661998525,896.244113799883,896.244113799883,896.244113799883,0.016117699909955263,896.8382850000635,left,1,0.5935765998438001,None,896.8388342000544,896.8539735998493,896.8536903400673,896.8536903400673,897.8508623999078,,,,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,0,0,0,2,913.5509029000532,,,,,,,,,,,,,,,,897.8512800000608,897.8674476000015,897.8674476000015,913.5343456000555,space,15.660575200105086,None,913.5444660000503,1.3,913.5509029000532,914.8821812998503,914.8502169998828,914.8502362999134,914.8821812998503,914.8821812998503,914.8821812998503,0.02212820015847683,917.336555799935,right,0,2.4521180000156164,None,917.3373026999179,917.3500238999259,917.3522483400302,917.3522483400302,918.3334182999097,,,918.3495950999204,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,0,1,1,0,918.3495950999204,,,,,,,,,,,,,,,,,,,,,,,918.3337572000455,1.0,918.3495950999204,919.363442099886,919.3332606998738,919.3332797000185,919.363442099886,919.363442099886,919.363442099886,0.020762400003150105,921.102957099909,left,1,1.7338026000652462,None,921.1034003000241,921.116378699895,921.1186391400406,921.1186391400406,922.0999966000672,,,922.1159788998775,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,0,2,2,11,922.1159788998775,,,,,,,,,,,,,,,,,,,,,,,922.1003385998774,1.2,922.1159788998775,923.3294424000196,923.299838299863,923.2998547998723,923.3294424000196,923.3294424000196,923.3294424000196,0.02008889988064766,924.7695950998459,right,0,1.4460943001322448,None,924.770036400063,924.7827683999203,924.7852165399818,924.7852165399818,925.7663610000163,,,925.7824792000465,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,0,3,3,7,925.7824792000465,,,,,,,,,,,,,,,,,,,,,,,925.7667094999924,0.8,925.7824792000465,926.5963466998655,926.5662450999953,926.5662622998934,926.5963466998655,926.5963466998655,926.5963466998655,0.02040320006199181,927.5860828000586,left,0,0.9957566000521183,None,927.5866276999004,927.599109099945,927.601689439849,927.601689439849,928.5830109999515,,,928.5990577999037,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,0,4,4,14,928.5990577999037,,,,,,,,,,,,,,,,,,,,,,,928.5833584000356,1.2,928.5990577999037,929.8205238999799,929.7827637998853,929.7827824000269,929.8205238999799,929.8205238999799,929.8205238999799,0.02800199994817376,931.1522884999868,right,1,1.325461900094524,None,931.1527734999545,931.1656581999268,931.1679935400607,931.1679935400607,932.1495264999103,931.3860474999528,931.3860474999528,932.1656202999875,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,0,5,5,1,932.1656202999875,,,,,,,,,,,,,,,,,,,,,,,932.1498914998956,1.1,932.1656202999875,933.2833509000484,933.249678599881,933.249697299907,933.2833509000484,933.2833509000484,933.2833509000484,0.02380200009793043,934.5688787000254,right,0,1.2850063000805676,None,934.5693161999807,934.5820426999126,934.5844723399496,934.5844723399496,935.565938499989,,,935.5819798999,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,0,6,6,10,935.5819798999,,,,,,,,,,,,,,,,,,,,,,,935.5662928998936,0.8,935.5819798999,936.3879038998857,936.3658944999333,936.3659136998467,936.3879038998857,936.3879038998857,936.3879038998857,0.011564800050109625,937.2520602999721,left,1,0.859358899993822,None,937.2525301000569,937.2655809000134,937.2677247399697,937.2677247399697,938.2491278999951,937.5388164999895,937.5388164999895,938.2651533000171,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,0,7,7,12,938.2651533000171,,,,,,,,,,,,,,,,,,,,,,,938.2494727999438,1.4,938.2651533000171,939.6805551999714,939.648838599911,939.6488560000435,939.6805551999714,939.6805551999714,939.6805551999714,0.021913599921390414,940.4020598998759,left,0,0.7182694999501109,None,940.4024993998464,940.4151949998923,940.417655439931,940.417655439931,941.3992115000729,,,941.4153289999813,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,0,8,8,8,941.4153289999813,,,,,,,,,,,,,,,,,,,,,,,941.3995630000718,0.7,941.4153289999813,942.1223351999652,942.0986891998909,942.0987058999017,942.1223351999652,942.1223351999652,942.1223351999652,0.014050500001758337,942.9684913998935,left,1,0.849962400039658,None,942.9689352998976,942.9816316999495,942.9840616398724,942.9840616398724,943.9654790998902,943.1986352999229,943.1986352999229,943.9814704998862,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,0,9,9,15,943.9814704998862,,,,,,,,,,,,,,,,,,,,,,,943.9658486999106,1.1,943.9814704998862,945.0890569000039,945.0654130999465,945.0654302998446,945.0890569000039,945.0890569000039,945.0890569000039,0.013769099954515696,946.40163940005,right,1,1.312786800088361,None,946.4021250999067,946.4148271998856,946.4171498400392,946.4171498400392,947.3985631999094,946.63153350004,946.63153350004,947.4146787999198,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,0,10,10,3,947.4146787999198,,,,,,,,,,,,,,,,,,,,,,,947.3989176999312,0.6,947.4146787999198,948.0216566000599,947.9984138000291,947.9984341999516,948.0216566000599,948.0216566000599,948.0216566000599,0.013333299895748496,948.8348995000124,right,0,0.8117651999928057,None,948.8353714998811,948.8482234999537,948.8506182398414,948.8506182398414,949.8317446999718,,,949.8478421000764,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,0,11,11,9,949.8478421000764,,,,,,,,,,,,,,,,,,,,,,,949.8321159998886,1.1,949.8478421000764,950.954882599879,950.9316817000508,950.9317004999612,950.954882599879,950.954882599879,950.954882599879,0.01354749989695847,952.9180431000423,left,1,1.9607629000674933,None,952.9185021999292,952.9315446000546,952.9336989399744,952.9336989399744,953.9149853000417,,,953.9309555999935,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,0,12,12,13,953.9309555999935,,,,,,,,,,,,,,,,,,,,,,,953.9153374999296,0.6,953.9309555999935,954.5447032998782,954.514815799892,954.5148354000412,954.5447032998782,954.5447032998782,954.5447032998782,0.020401100162416697,955.5344247999601,left,0,0.9958941999357194,None,955.5348934000358,955.5476488999557,955.5499921400333,955.5499921400333,956.5315519999713,955.7718125998508,955.7718125998508,956.547653599875,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,0,13,13,4,956.547653599875,,,,,,,,,,,,,,,,,,,,,,,956.5319115000311,0.6,956.547653599875,957.1550791999325,957.1315619999077,957.1315892999992,957.1550791999325,957.1550791999325,957.1550791999325,0.013787999982014298,958.6177451999392,right,1,1.4696376000065356,None,958.618243600009,958.6309150999878,958.6333275398938,958.6333275398938,959.6148951000068,958.8835920998827,958.8835920998827,959.6306846998632,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,0,14,14,5,959.6306846998632,,,,,,,,,,,,,,,,,,,,,,,959.615235199919,1.3,959.6306846998632,960.9367162999697,960.9146684000734,960.9146877999883,960.9367162999697,960.9367162999697,960.9367162999697,0.01128840004093945,962.4172787999269,left,0,1.477930299937725,None,962.4177409999538,962.4305789000355,962.4330170400208,962.4330170400208,963.4144347000401,,,963.4304968998767,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,0,15,15,6,963.4304968998767,,,,,,,,,,,,,,,,,,,,,,,963.4147981000133,0.5,963.4304968998767,963.939082799945,963.914414800005,963.9144343000371,963.939082799945,963.939082799945,963.939082799945,0.015209499979391694,965.6173497000709,right,1,1.6788448998704553,None,965.6177918999456,965.6304721999913,965.6329794399207,965.6329794399207,966.614294399973,965.8848252000753,965.8848252000753,966.6303715999238,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,1,0,16,14,966.6303715999238,,,,,,,,,,,,,,,,,,,,,,,966.6146871000528,1.4,966.6303715999238,968.0382699000183,968.0140298998449,968.0140472999774,968.0382699000183,968.0382699000183,968.0382699000183,0.014635799918323755,969.0505160000175,right,1,1.0143504999578,None,969.0509663999546,969.0639994998928,969.0662373398663,969.0662373398663,970.0473595999647,969.280257599894,969.280257599894,970.0634663000237,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,1,1,17,7,970.0634663000237,,,,,,,,,,,,,,,,,,,,,,,970.0477223000489,0.8,970.0634663000237,970.8687537999358,970.8472422000486,970.8472593000624,970.8687537999358,970.8687537999358,970.8687537999358,0.011241199914366007,971.7334205000661,left,0,0.8589872000738978,None,971.733849799959,971.7468163999729,971.7491576400353,971.7491576400353,972.7307648998685,,,972.7468330999836,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,1,2,18,3,972.7468330999836,,,,,,,,,,,,,,,,,,,,,,,972.7311223999131,1.4,972.7468330999836,974.1531811999157,974.1304394998588,974.1304583998863,974.1531811999157,974.1531811999157,974.1531811999157,0.013200099812820554,975.6005289999302,left,1,1.4528508998919278,None,975.6010203000624,975.6143858998548,975.6160178399878,975.6160178399878,976.5973980999552,975.8828890000004,975.8828890000004,976.6134051999543,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,1,3,19,4,976.6134051999543,,,,,,,,,,,,,,,,,,,,,,,976.5977320999373,0.7,976.6134051999543,977.3219138998538,977.2973662998993,977.2973851999268,977.3219138998538,977.3219138998538,977.3219138998538,0.01508440007455647,978.766729200026,right,1,1.4505582000128925,None,978.7671880000271,978.7797665998805,978.7823850399582,978.7823850399582,979.7635594999883,,,979.7796426999848,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,1,4,20,2,979.7796426999848,,,,,,,,,,,,,,,,,,,,,,,979.7639094998594,1.2,979.7796426999848,980.9866861000191,980.963793199975,980.963813399896,980.9866861000191,980.9866861000191,980.9866861000191,0.012723400024697185,981.9997380999848,left,1,1.01190789998509,None,982.0002119999845,982.012982999906,982.0153615399031,982.0153615399031,982.9967815999407,,,983.0127898000646,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,1,5,21,9,983.0127898000646,,,,,,,,,,,,,,,,,,,,,,,982.9971487000585,1.3,983.0127898000646,984.3197751999833,984.2967004999518,984.296729200054,984.3197751999833,984.3197751999833,984.3197751999833,0.013159899972379208,985.0829745999072,left,1,0.7709160000085831,None,985.0834206000436,985.096343100071,985.0985840399517,985.0985840399517,986.079957399983,,,986.095982400002,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex7.jpg,right,0,1,1,0,0,0,0,0,1,6,22,6,986.095982400002,,,,,,,,,,,,,,,,,,,,,,,986.0803237999789,1.4,986.095982400002,987.5031345998868,987.4797110999934,987.4797300999053,987.5031345998868,987.5031345998868,987.5031345998868,0.014208500040695071,988.8492924000602,right,1,1.3469102999661118,None,988.8497655000538,988.8628702000715,988.8650586399017,988.8650586399017,989.8464273000136,,,989.8624096000567,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex4.jpg,left,0,1,1,0,0,0,0,0,1,7,23,11,989.8624096000567,,,,,,,,,,,,,,,,,,,,,,,989.8467822999228,0.8,989.8624096000567,990.6692565998528,990.6462709000334,990.646312299883,990.6692565998528,990.6692565998528,990.6692565998528,0.013287300011143088,991.9491381000262,left,1,1.2757530000526458,None,991.9495862000622,991.9624203999992,991.9648998399498,991.9648998399498,992.9466174000409,992.1976745999418,992.1976745999418,992.9625539998524,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,1,8,24,5,992.9625539998524,,,,,,,,,,,,,,,,,,,,,,,992.9469731000718,1.4,992.9625539998524,994.3677093000151,994.3461066000164,994.3461259000469,994.3677093000151,994.3677093000151,994.3677093000151,0.01159960008226335,995.3657478999812,left,0,1.004574199905619,None,995.3662105998956,995.3788606000599,995.3813110400224,995.3813110400224,996.3628412999678,995.6148526000325,995.6148526000325,996.3788566999137,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex2.jpg,left,0,1,1,0,0,0,0,0,1,9,25,1,996.3788566999137,,,,,,,,,,,,,,,,,,,,,,,996.3632024999242,1.3,996.3788566999137,997.6866578999907,997.6625886000693,997.662607899867,997.6866578999907,997.6866578999907,997.6866578999907,0.014447499997913837,998.3491111998446,left,1,0.6707750000059605,None,998.3495602998883,998.3620623999741,998.3644313398981,998.3644313398981,999.345959899947,,,999.3619085999671,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,1,10,26,8,999.3619085999671,,,,,,,,,,,,,,,,,,,,,,,999.3463138998486,1.3,999.3619085999671,1000.6687392999884,1000.645852799993,1000.6458707000129,1000.6687392999884,1000.6687392999884,1000.6687392999884,0.013064499944448471,1001.9151824999135,right,0,1.2439411000814289,None,1001.9155939000193,1001.9285341999494,1001.9308573399903,1001.9308573399903,1002.9122585998848,,,1002.9283747998998,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex1.jpg,left,0,1,1,0,0,0,0,0,1,11,27,0,1002.9283747998998,,,,,,,,,,,,,,,,,,,,,,,1002.9125942999963,1.2,1002.9283747998998,1004.1329145999625,1004.1123613000382,1004.1123784999363,1004.1329145999625,1004.1329145999625,1004.1329145999625,0.011178000131621957,1004.6993317999877,left,1,0.572765399934724,None,1004.6997994000558,1004.7120399998967,1004.7143335399451,1004.7143335399451,1005.6955762999132,1004.9701815000735,1004.9701815000735,1005.7116004000418,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex5.jpg,right,0,1,1,0,0,0,0,0,1,12,28,12,1005.7116004000418,,,,,,,,,,,,,,,,,,,,,,,1005.695939600002,1.0,1005.7116004000418,1006.7195653000381,1006.6955037999433,1006.6955329000484,1006.7195653000381,1006.7195653000381,1006.7195653000381,0.0142319998703897,1007.581755500054,left,0,0.8704168000258505,None,1007.582187899854,1007.5948799999896,1007.5972822400508,1007.5972822400508,1008.5788922000211,,,1008.5949134998955,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex6.jpg,right,0,1,1,0,0,0,0,0,1,13,29,13,1008.5949134998955,,,,,,,,,,,,,,,,,,,,,,,1008.5792477999348,0.5,1008.5949134998955,1009.1009589999449,1009.0788827000652,1009.0789015998598,1009.1009589999449,1009.1009589999449,1009.1009589999449,0.011787299998104572,1010.581784500042,right,1,1.4868793999776244,None,1010.5822753999382,1010.594757999992,1010.5973964399891,1010.5973964399891,1011.5786655999254,,,1011.5946400000248,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex3.jpg,left,0,1,1,0,0,0,0,0,1,14,30,10,1011.5946400000248,,,,,,,,,,,,,,,,,,,,,,,1011.5790059000719,1.1,1011.5946400000248,1012.700048699975,1012.6786881000735,1012.6787161000539,1012.700048699975,1012.700048699975,1012.700048699975,0.011640400160104036,1013.3979158999864,left,1,0.6997257000766695,None,1013.3983835999388,1013.4113519999664,1013.4136132398853,1013.4136132398853,1014.3950443000067,1013.6290454999544,1013.6290454999544,1014.4111363000702,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,1,15,31,15,1014.4111363000702,,,,,,,,,,,,,,,,,,,,,,,1014.3953803998884,1.2,1014.4111363000702,1015.6153003000654,1015.5949717999902,1015.5949895000085,1015.6153003000654,1015.6153003000654,1015.6153003000654,0.010723800165578723,1016.6647067999002,right,1,1.0568940001539886,None,1016.6651637998875,1016.6780242000241,1016.6803365399828,1016.6803365399828,1017.6616952000186,1016.8946789000183,1016.8946789000183,1017.6776634999551,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
 0:2, 0:16,6,total,1,images/Ex8.jpg,right,0,1,1,0,0,0,0,0,2,0,32,7,1017.6776634999551,,,,,,,,,,,,,,,,,,,,,,,1017.6620338999201,0.5,1017.6776634999551,1018.1812370000407,1018.1614524000324,1018.1614715999458,1018.1812370000407,1018.1812370000407,1018.1812370000407,0.009932199958711863,1018.7476637000218,right,1,0.5682631998788565,None,1018.7481428999454,1018.760971599957,1018.763318840065,1018.763318840065,1019.7447692998685,,,1019.7608417000156,,,,,,,,sophTest,001,25,F,German,2024-02-20_18h19.28.442,CatRev1_within,2023.2.3,59.98152574491557,2024-02-20 18h19.53.030400 -0500,
