"participant","subjectId","first","task","difficulty","set","phase","condition2","blocks","blocksPhase","nTrials","pCorrect","avgRt","medRt"
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",10,4,4,0.75,1.48035,1.4722
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",11,5,4,1,1.51765,1.46765
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-reversed",12,6,4,1,1.43585,1.40855
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",7,1,4,0.5,1.479225,1.474
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",8,2,4,1,1.595075,1.6793
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",9,3,4,1,1.510975,1.53875
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",10,4,4,1,1.388675,1.3081
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",11,5,4,1,1.35225,1.3588
"5d6ad36076cca6001a66d89e","P10","first-total","partial","easy",2,2,"partial-nonreversed",12,6,4,1,1.28575,1.2815
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",1,1,7,0.428571428571429,2.48482857142857,2.2356
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",2,2,8,0.875,1.7395375,1.5922
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",3,3,8,0.5,1.902025,2.02385
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",4,4,8,0.25,1.650975,1.68675
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",5,5,8,0.625,1.764875,1.78475
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,1,"total-reversed",6,6,8,0.875,1.7142875,1.73915
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",7,1,8,0.25,1.4759125,1.514
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",8,2,8,1,1.8537625,1.9238
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",9,3,8,0.875,1.5933,1.7072
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",10,4,8,0.875,1.523075,1.50025
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",11,5,8,1,1.4774,1.4097
"5d6ad36076cca6001a66d89e","P10","first-total","total","easy",2,2,"total-reversed",12,6,8,1,1.366925,1.27135
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",1,1,4,1,0.822475,0.7216
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",2,2,4,1,0.756175,0.72685
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",3,3,4,0.75,0.695425,0.65495
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",4,4,4,1,0.740125,0.7282
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",5,5,4,1,0.65885,0.622
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-reversed",6,6,4,1,0.65975,0.70955
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",1,1,4,0.5,0.8749,0.83085
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",2,2,4,0.5,0.761275,0.7935
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",3,3,4,0.75,0.7663,0.6689
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",4,4,4,0.5,0.6896,0.6281
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",5,5,4,0.75,0.741675,0.7328
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,1,"partial-nonreversed",6,6,4,1,0.71575,0.70515
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",7,1,4,0.5,0.797375,0.88565
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",8,2,4,1,0.7654,0.81705
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",9,3,4,0.75,1.12285,1.1517
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",10,4,4,0.75,0.775025,0.778
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",11,5,4,1,0.7707,0.7537
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-reversed",12,6,4,1,0.738025,0.74055
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",7,1,4,0.25,0.808025,0.7893
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",8,2,4,0.5,0.81715,0.7539
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",9,3,4,1,1.0684,1.0301
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",10,4,4,1,0.795125,0.81975
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",11,5,4,1,2.148925,0.71355
"5d8cb1c93a7d5c00196eae92","P11","first-total","partial","easy",4,2,"partial-nonreversed",12,6,4,0.75,0.7048,0.6934
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",1,1,7,0.571428571428571,1.73122857142857,1.5267
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",2,2,8,0.5,1.706675,1.48535
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",3,3,8,0.875,1.1499875,1.1272
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",4,4,8,0.875,0.943975,0.85855
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",5,5,8,0.625,0.724325,0.71135
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,1,"total-reversed",6,6,8,0.875,0.876325,0.80205
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",7,1,8,0.5,1.1372125,0.87895
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",8,2,8,0.75,1.0947375,0.93235
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",9,3,8,0.75,1.5647875,1.5827
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",10,4,8,0.875,1.4953625,1.19415
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",11,5,8,0.75,0.7328875,0.71835
"5d8cb1c93a7d5c00196eae92","P11","first-total","total","easy",4,2,"total-reversed",12,6,7,0.857142857142857,0.896442857142857,0.9282
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",1,1,4,0.5,0.8726,0.93345
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",2,2,4,0.5,0.552225,0.55355
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",3,3,4,0.75,0.583425,0.499
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",4,4,4,1,0.63145,0.64155
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",5,5,4,1,0.6322,0.58515
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-reversed",6,6,4,0.75,0.59065,0.59385
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",1,1,4,0.75,0.672575,0.7019
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",2,2,4,0.75,0.784875,0.78185
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",3,3,4,0.5,0.73645,0.72635
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",4,4,4,0.75,0.636125,0.64705
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",5,5,4,0.25,0.71295,0.75945
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,1,"partial-nonreversed",6,6,4,0.5,0.655325,0.65795
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",7,1,4,0.25,0.590275,0.5273
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",8,2,4,0.25,0.5607,0.5302
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",9,3,4,0.75,0.89315,0.9019
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",10,4,4,0.75,0.7037,0.69225
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",11,5,4,0.75,0.680675,0.68475
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-reversed",12,6,4,0.75,0.534025,0.555
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",7,1,4,1,0.74805,0.75825
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",8,2,4,0.25,0.7577,0.7309
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",9,3,4,0.5,0.65015,0.6205
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",10,4,4,0.75,0.680675,0.68095
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",11,5,4,0.75,0.71185,0.6844
"5d8cef3c28e183001a335ab0","P12","first-partial","partial","easy",8,2,"partial-nonreversed",12,6,4,1,0.604125,0.6419
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",1,1,8,0.625,0.54845,0.5715
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",2,2,8,0.5,0.619375,0.6286
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",3,3,8,0.75,0.6786375,0.67635
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",4,4,8,1,0.64965,0.60955
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",5,5,8,1,0.6556125,0.5712
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,1,"total-reversed",6,6,8,1,0.5860625,0.5724
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",7,1,8,0.75,0.7273125,0.70225
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",8,2,8,1,0.6495375,0.6936
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",9,3,8,0.875,0.6806875,0.65625
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",10,4,8,1,0.5962,0.57175
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",11,5,8,0.875,0.553325,0.58205
"5d8cef3c28e183001a335ab0","P12","first-partial","total","easy",8,2,"total-reversed",12,6,8,1,0.5727625,0.5162
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",1,1,4,1,0.605275,0.54775
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",2,2,4,0.75,0.552025,0.46465
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",3,3,4,1,0.423775,0.4226
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",4,4,4,1,0.452525,0.4522
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",5,5,4,0.75,0.448625,0.451
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-reversed",6,6,4,0.75,0.42335,0.42505
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",1,1,4,0.75,0.7132,0.73045
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",2,2,4,1,0.502125,0.5169
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",3,3,4,1,0.48815,0.48455
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",4,4,4,0.5,0.43685,0.4041
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",5,5,4,0.75,0.406775,0.3821
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,1,"partial-nonreversed",6,6,4,1,0.459,0.46625
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",7,1,4,0.5,0.6416,0.6731
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",8,2,4,1,0.730875,0.70535
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",9,3,4,0.75,0.604,0.6083
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",10,4,4,0,0.591875,0.53245
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",11,5,4,0.5,0.49445,0.4568
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-reversed",12,6,4,0.75,0.54365,0.5207
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",7,1,4,0.5,0.6179,0.6278
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",8,2,4,0.75,0.587,0.53985
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",9,3,4,0.75,0.4953,0.47865
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",10,4,4,1,0.5065,0.479
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",11,5,4,1,0.571625,0.52675
"5e63e24eaf3bd51660031dbe","P13","first-total","partial","easy",5,2,"partial-nonreversed",12,6,4,1,0.50305,0.48685
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",1,1,8,0.625,1.239,0.96375
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",2,2,8,0.875,0.6842,0.69285
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",3,3,8,1,0.5540375,0.53655
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",4,4,8,0.875,0.4681125,0.4655
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",5,5,8,1,0.45505,0.45005
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,1,"total-reversed",6,6,8,1,0.4645,0.4782
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",7,1,8,0.625,0.7634625,0.64575
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",8,2,8,1,0.6375875,0.64015
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",9,3,8,1,0.513775,0.51705
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",10,4,8,0.875,0.53125,0.472
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",11,5,8,0.875,0.434425,0.39845
"5e63e24eaf3bd51660031dbe","P13","first-total","total","easy",5,2,"total-reversed",12,6,8,1,0.4317375,0.43165
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",1,1,4,0.75,2.006675,1.08075
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",2,2,4,0.5,0.725875,0.70625
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",3,3,4,0.5,0.63345,0.6475
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",4,4,4,0.5,0.685175,0.52055
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",5,5,4,0.75,0.8986,0.97145
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-reversed",6,6,4,0.75,1.15465,0.7948
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",1,1,4,0.25,1.082025,0.9655
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",2,2,4,0.75,0.925675,0.8829
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",3,3,4,0.75,0.499375,0.4986
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",4,4,4,0.5,0.710075,0.75345
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",5,5,4,0.75,1.02035,0.94245
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,1,"partial-nonreversed",6,6,4,0.75,1.164,1.08345
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",7,1,4,0.75,0.95835,0.72375
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",8,2,4,1,1.260975,1.19765
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",9,3,4,1,1.075175,0.8828
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",10,4,4,1,0.8433,0.65925
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",11,5,4,1,0.86255,0.84255
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-reversed",12,6,4,1,0.69745,0.70915
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",7,1,4,0.75,0.954825,0.9588
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",8,2,4,1,1.2763,1.10455
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",9,3,4,0.75,1.5513,1.4041
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",10,4,4,1,1.2646,0.95465
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",11,5,4,1,0.886525,0.894
"5ee683596f9b570626faa11c","P14","first-partial","partial","easy",1,2,"partial-nonreversed",12,6,4,1,0.872025,0.8415
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",1,1,8,0.375,1.29595,0.9871
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",2,2,8,0.5,1.0871875,1.0208
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",3,3,8,1,0.708425,0.6605
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",4,4,8,0.875,1.020375,0.8138
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",5,5,8,1,0.651775,0.64875
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,1,"total-reversed",6,6,8,1,0.62645,0.59625
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",7,1,8,0.75,1.1818375,0.85535
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",8,2,8,1,0.6626625,0.612
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",9,3,8,0.875,0.59615,0.56235
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",10,4,8,1,0.709325,0.6623
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",11,5,8,1,0.6246625,0.62575
"5ee683596f9b570626faa11c","P14","first-partial","total","easy",1,2,"total-reversed",12,6,8,1,0.5633375,0.54705
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",1,1,4,0.75,1.062,1.174
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",2,2,4,1,1.00725,0.911
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",3,3,4,1,0.73425,0.6905
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",4,4,4,0.75,0.7815,0.674
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",5,5,4,1,0.66575,0.5755
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-reversed",6,6,4,0.75,0.725,0.6575
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",1,1,4,0.75,0.90225,1.0195
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",2,2,4,0.75,0.836,0.8385
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",3,3,4,1,0.96575,0.8565
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",4,4,4,1,0.73725,0.7375
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",5,5,4,0.75,0.55075,0.5765
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,1,"partial-nonreversed",6,6,4,1,0.52775,0.515
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",7,1,4,0.5,0.85875,0.7685
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",8,2,4,1,0.8945,0.9085
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",9,3,4,0.75,0.768,0.8055
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",10,4,4,1,0.81825,0.8235
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",11,5,4,1,0.68675,0.675
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-reversed",12,6,4,0.75,0.75425,0.777
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",7,1,4,0.5,0.91725,0.935
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",8,2,4,0.5,0.86225,0.959
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",9,3,4,0.75,0.8615,0.9625
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",10,4,4,1,0.643,0.571
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",11,5,4,0.75,0.784,0.7545
"5f0788c06b220f03231666a0","P15","first-total","partial","easy",7,2,"partial-nonreversed",12,6,4,1,0.58425,0.599
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",1,1,8,0.75,1.081625,0.6915
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",2,2,8,0.625,0.8565,0.7945
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",3,3,8,0.875,0.69175,0.646
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",4,4,8,0.75,0.717,0.6665
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",5,5,8,0.75,0.6585,0.626
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,1,"total-reversed",6,6,8,0.625,0.82375,0.7325
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",7,1,8,0.5,0.790375,0.7585
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",8,2,8,0.625,0.8635,0.883
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",9,3,8,0.625,0.706,0.769
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",10,4,8,0.375,0.76525,0.7545
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",11,5,8,0.625,0.7825,0.734
"5f0788c06b220f03231666a0","P15","first-total","total","easy",7,2,"total-reversed",12,6,8,0.625,0.827375,0.7895
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",1,1,4,0.5,1.0694,0.8699
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",2,2,4,0.75,1.280875,1.1831
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",3,3,4,0,1.095825,1.0908
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",4,4,4,0,0.807675,0.74225
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",5,5,4,0,0.919225,0.88685
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-reversed",6,6,4,1,0.87245,0.86405
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",1,1,4,1,1.15235,1.17495
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",2,2,4,0.5,1.2463,1.25755
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",3,3,4,0.5,1.522175,1.37675
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",4,4,4,1,0.804675,0.80505
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",5,5,4,1,0.84975,0.88395
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,1,"partial-nonreversed",6,6,4,0.75,0.865425,0.8726
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",7,1,4,0.25,0.83215,0.8323
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",8,2,4,0.75,1.13815,1.02895
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",9,3,4,0.5,1.0274,0.94635
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",10,4,4,1,1.04205,1.0505
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",11,5,4,1,1.055775,1.0627
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-reversed",12,6,4,0.75,0.9873,1.0194
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",7,1,4,1,0.87495,0.83385
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",8,2,4,0.75,1.055425,1.0289
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",9,3,4,0.5,1.01535,1.0109
"60282d2ffedb021342e2df15","P17","first-total","partial","easy",1,2,"partial-nonreversed",10,4,4,1,0.9821,1.01215
