"participant","task","phase","Exemplars","r_correct","response.keys","response.corr","response.rt","condition","difficulty","set","first","subjectId","goodSubject","blocksPhase","blocks","condition2","goodTrials"
"562cd833733ea000111632ba","total",1,7,"right","right",1,20.234,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",FALSE
"562cd833733ea000111632ba","total",1,6,"right","left",0,3.392,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,3.613,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,1.736,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,1.942,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,1.053,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,1.259,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.019,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,1.226,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.102,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.854,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.009,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.795,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,0.844,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.409,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,0.826,"reversed","hard",2,"first-total","P1",FALSE,1,1,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.786,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,1.11,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.586,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,1.076,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","left",1,0.876,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,1.02,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,0.843,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,0.758,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.337,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.57,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,0.926,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,1.22,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.993,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","right",1,1.213,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.66,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,0.793,"reversed","hard",2,"first-total","P1",FALSE,2,2,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,1.267,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,1.147,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.737,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","right",1,0.777,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.869,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,0.981,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,0.726,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.786,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,1.187,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","left",1,0.652,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.543,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.728,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.995,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.686,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.977,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.993,"reversed","hard",2,"first-total","P1",FALSE,3,3,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.753,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,0.563,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","right",0,0.603,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,1.447,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,0.478,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.826,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","right",0,1.287,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,1.36,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,1.703,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,0.776,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.769,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,1.195,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.736,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,1.092,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.953,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.586,"reversed","hard",2,"first-total","P1",FALSE,4,4,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,0.578,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,0.669,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","right",1,0.642,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","right",1,0.842,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,1.609,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,1.037,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,0.892,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","left",1,0.843,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","left",1,0.767,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.952,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.595,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,0.693,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.526,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.586,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.526,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,0.409,"reversed","hard",2,"first-total","P1",FALSE,5,5,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.45,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.52,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,0.91,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.225,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.963,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,1.025,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,2.009,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","right",1,0.977,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,0.825,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","right",1,0.593,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.692,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,0.976,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","left",1,0.562,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,0.659,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,0.65,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.686,"reversed","hard",2,"first-total","P1",FALSE,6,6,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.436,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,1.293,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,1.059,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,0.819,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,0.977,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.069,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","right",0,1.01,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","left",1,0.864,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.859,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,2.609,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.795,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,0.943,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","left",0,0.775,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.869,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","right",1,0.784,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.144,"reversed","hard",2,"first-total","P1",FALSE,7,7,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","left",0,1.328,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,0.979,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,1.42,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","left",0,0.746,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","right",0,0.876,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,3,"left","left",1,0.693,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","left",0,0.743,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,7,"right","right",1,1.086,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.045,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,1.419,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,5,"right","right",1,1.17,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,8,"right","right",1,1.17,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,6,"right","right",1,0.742,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,4,"left","left",1,1.153,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,2,"left","right",0,0.842,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",1,1,"left","left",1,0.825,"reversed","hard",2,"first-total","P1",FALSE,8,8,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","right",0,1.386,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.625,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","right",0,1.226,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","right",1,1.053,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","right",1,0.809,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,0.959,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","right",0,1.237,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","right",1,1.31,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","right",1,0.942,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","left",0,1.026,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,0.996,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","right",0,0.679,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.726,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","left",1,0.593,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","left",0,0.86,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","right",0,0.803,"reversed","hard",2,"first-total","P1",FALSE,1,9,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","left",0,1.336,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","right",1,0.91,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","right",0,0.943,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.711,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","left",0,0.809,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","right",1,1.092,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","right",0,0.626,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","left",1,0.786,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","left",1,0.709,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","left",0,0.626,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,0.636,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","right",0,0.725,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","left",1,0.804,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","left",0,0.626,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","right",1,0.829,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","right",0,0.597,"reversed","hard",2,"first-total","P1",FALSE,2,10,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","left",0,0.503,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","right",1,0.66,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","right",1,0.92,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","right",1,0.819,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,0.675,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,0.443,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","right",0,0.942,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","left",0,0.644,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","right",0,0.792,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","left",0,1.045,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","right",0,2.625,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.66,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.592,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","left",1,2.309,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","left",1,0.66,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","left",1,0.492,"reversed","hard",2,"first-total","P1",FALSE,3,11,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","left",0,0.686,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,1.119,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","left",1,0.542,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","left",0,0.529,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,2,"right","right",1,0.771,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","right",1,0.71,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","right",0,0.703,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","left",1,0.727,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,8,"left","left",1,0.436,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,6,"left","left",1,0.679,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,5,"left","left",1,0.627,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,7,"left","left",1,0.586,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,3,"right","left",0,0.759,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,1,"right","right",1,1.177,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","right",1,0.686,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","total",2,4,"right","right",1,0.67,"reversed","hard",2,"first-total","P1",FALSE,4,12,"total-reversed",TRUE
"562cd833733ea000111632ba","partial",1,13,"right","right",1,2.613,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,11,"left","right",0,0.886,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,16,"right","left",0,1.327,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,1.06,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,12,"left","left",1,0.647,"nonreversed","hard",2,"first-total","P1",FALSE,1,1,"partial-nonreversed",TRUE
"562cd833733ea000111632ba","partial",1,9,"left","left",1,1.096,"reversed","hard",2,"first-total","P1",FALSE,1,1,"partial-reversed",TRUE
