"participant","task","phase","Exemplars","r_correct","response.keys","response.corr","response.rt","condition","difficulty","set","first","subjectId","goodSubject","blocksPhase","blocks","condition2","goodTrials"
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.5718,"nonreversed","hard",3,"first-total","P6",TRUE,2,2,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.6731,"nonreversed","hard",3,"first-total","P6",TRUE,2,2,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,0.6387,"nonreversed","hard",3,"first-total","P6",TRUE,2,2,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,0.7586,"nonreversed","hard",3,"first-total","P6",TRUE,2,2,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,1.0478,"reversed","hard",3,"first-total","P6",TRUE,2,2,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.5589,"reversed","hard",3,"first-total","P6",TRUE,2,2,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,1.198,"nonreversed","hard",3,"first-total","P6",TRUE,2,2,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,0.6459,"reversed","hard",3,"first-total","P6",TRUE,2,2,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","left",0,1.1587,"reversed","hard",3,"first-total","P6",TRUE,2,2,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","right",0,1.6587,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,0.6749,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","right",0,0.7975,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6788,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.7256,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,1.2629,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,1.0228,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6895,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","right",0,0.7234,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","left",0,0.8078,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,0.8256,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.6234,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,1.0596,"reversed","hard",3,"first-total","P6",TRUE,3,3,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,0.7245,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.6933,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","left",0,0.6557,"nonreversed","hard",3,"first-total","P6",TRUE,3,3,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","left",0,0.6275,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.9251,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,1.0609,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.7897,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,0.7381,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.7058,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.797,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.7238,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.7945,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.5253,"nonreversed","hard",3,"first-total","P6",TRUE,4,4,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,0.981,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,1.1059,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,1.1771,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.9077,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.5621,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.5065,"reversed","hard",3,"first-total","P6",TRUE,4,4,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.6061,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.9072,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.5567,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.7755,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,1.0613,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","right",0,0.7567,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,1.0406,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,0.6035,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,0.5588,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6733,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,0.7313,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.3894,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.7889,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.5559,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","right",0,1.0241,"reversed","hard",3,"first-total","P6",TRUE,5,5,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,0.7138,"nonreversed","hard",3,"first-total","P6",TRUE,5,5,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,1.0071,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","right",0,0.4715,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","left",0,0.8289,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","right",0,1.1438,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","left",0,0.7427,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.6578,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,0.7284,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.8762,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","left",0,0.6928,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.7245,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.7224,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,1.1134,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.5735,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.659,"nonreversed","hard",3,"first-total","P6",TRUE,6,6,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","right",0,1.1211,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.5241,"reversed","hard",3,"first-total","P6",TRUE,6,6,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.6758,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.6297,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.6092,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.6586,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.7093,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.922,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","left",0,0.6744,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,0.6813,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6886,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.6238,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.5894,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.6258,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,0.8973,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.8089,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6063,"reversed","hard",3,"first-total","P6",TRUE,7,7,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","left",0,1.0746,"nonreversed","hard",3,"first-total","P6",TRUE,7,7,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.5907,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","right",0,0.5898,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","left",0,0.8049,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","right",1,0.8735,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,2,"left","left",1,0.5773,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.6219,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,1,"left","left",1,0.4653,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","right",1,0.5555,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,6,"right","left",0,0.6401,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.8154,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.5553,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,4,"left","left",1,0.6079,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,5,"right","right",1,0.7041,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",1,8,"right","left",0,0.5304,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,7,"right","right",1,0.6735,"nonreversed","hard",3,"first-total","P6",TRUE,8,8,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",1,3,"left","left",1,0.7231,"reversed","hard",3,"first-total","P6",TRUE,8,8,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","right",0,0.5235,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","right",1,0.8087,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","left",0,0.5743,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","right",1,0.6291,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","right",0,0.9401,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","left",1,0.6062,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","left",0,0.6085,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","left",0,0.6919,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","right",1,2.178,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","right",1,1.5902,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","left",1,1.1241,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","right",0,0.6262,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","left",1,0.6901,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","right",1,0.9395,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","right",0,0.6905,"reversed","hard",3,"first-total","P6",TRUE,1,9,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","right",0,1.2771,"nonreversed","hard",3,"first-total","P6",TRUE,1,9,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","left",1,0.9054,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","left",0,0.656,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","right",1,0.5593,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","right",1,0.572,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","right",1,0.5449,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","left",1,0.4737,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","left",0,0.6229,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","right",0,0.6891,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","right",0,0.3778,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","left",1,0.4559,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","right",0,0.7256,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","left",0,0.6556,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","right",1,0.3559,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","left",0,0.5582,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","right",0,0.5236,"nonreversed","hard",3,"first-total","P6",TRUE,2,10,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","left",1,0.8955,"reversed","hard",3,"first-total","P6",TRUE,2,10,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","right",0,0.6732,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","left",1,0.8243,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","right",0,0.7559,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","left",0,0.5553,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","right",0,0.3585,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","left",1,0.4221,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","right",0,0.6054,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","left",0,0.6737,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","right",1,0.4942,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","left",1,0.5236,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","right",1,0.7724,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","left",0,0.4747,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","right",1,0.2742,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","right",1,0.3392,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","left",0,0.5568,"reversed","hard",3,"first-total","P6",TRUE,3,11,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","right",0,0.6217,"nonreversed","hard",3,"first-total","P6",TRUE,3,11,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","right",1,0.7562,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","left",1,0.4225,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","left",1,0.6239,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","right",1,0.7154,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","left",1,0.6079,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","left",0,0.8745,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,5,"left","right",0,0.5723,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","left",1,0.4525,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,7,"right","right",1,0.5548,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,6,"left","right",0,0.541,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,8,"right","left",0,0.329,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","left",0,0.8921,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,2,"left","right",0,0.3755,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,1,"left","left",1,0.675,"nonreversed","hard",3,"first-total","P6",TRUE,4,12,"partial-nonreversed",TRUE
"5a31373183019b00012f6322","partial",2,3,"right","right",1,0.4138,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5a31373183019b00012f6322","partial",2,4,"right","left",0,0.4757,"reversed","hard",3,"first-total","P6",TRUE,4,12,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,3,"left","left",1,28.264,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",FALSE
"5b98c8c1db823b0001ef5842","partial",1,4,"left","right",0,0.925,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,8,"right","right",1,2.104,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,5,"right","left",0,0.713,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,7,"right","right",1,0.882,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,1,"left","right",0,0.828,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,7,"right","right",1,0.512,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,5,"right","left",0,0.565,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,1,"left","left",1,1.483,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,2,"left","left",1,0.84,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,6,"right","right",1,0.555,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,8,"right","left",0,0.393,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,3,"left","left",1,0.868,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,2,"left","right",0,2.746,"nonreversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-nonreversed",TRUE
"5b98c8c1db823b0001ef5842","partial",1,4,"left","right",0,1.198,"reversed","hard",3,"first-partial","P7",FALSE,1,1,"partial-reversed",TRUE
