tasksRows,trialsRows,eachBlock,task,phase,Exemplars,r_correct,condition,difficulty,set,task.thisRepN,task.thisTrialN,task.thisN,task.thisIndex,phase.thisRepN,phase.thisTrialN,phase.thisN,phase.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,infCons.started,informed_consent.started,resp_consent.started,infCons.stopped,resp_consent.keys,resp_consent.rt,resp_consent.duration,instructions.started,text_instructions.started,resp_instructions.started,instructions.stopped,resp_instructions.keys,resp_instructions.rt,resp_instructions.duration,nextTask.started,next_task_ready.started,ready_task.started,nextTask.stopped,ready_task.keys,ready_task.rt,ready_task.duration,fixation.started,ITI,text_fixation.started,text_fixation.stopped,fixation.stopped,stim.started,stimulus.started,response_northern_text.started,response_southern_text.started,response.started,stim.stopped,response.keys,response.corr,response.rt,response.duration,feedback.started,feedback_text.started,correct_tone.started,incorrect_tone.started,correct_tone.stopped,incorrect_tone.stopped,feedback.stopped,participant,session,Age?,Gender?,Nationality?,Highest Educational Degree?,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,0.008074200013652444,0.022760000079870224,0.022760000079870224,1.4968425000552088,space,1.46641589992214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154313,001,,,,,2025-08-14_13h34.13.368,CRL1e,2023.2.3,59.88404052541014,2025-08-14 13h34.23.229929 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4968729000538588,1.5095939000602812,1.5095939000602812,2.0609052000800148,space,0.55010840005707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154313,001,,,,,2025-08-14_13h34.13.368,CRL1e,2023.2.3,59.88404052541014,2025-08-14 13h34.23.229929 -0400,
 0:2, 0:8,6,total,1,images/Ex4.jpg,right,training,easy,1,0,0,0,0,0,0,0,0,0,0,0,6,2.632847600034438,,,,,,,,,,,,,,,,2.066311200032942,2.076076400000602,2.076076400000602,2.6104213000508025,space,0.5193826000904664,None,2.61929910001345,0.8,2.632847600034438,3.7470924000954255,3.4251597000984475,3.4251876000780612,3.7470924000954255,3.7470924000954255,3.7470924000954255,0.2743329000659287,13.329672100022435,left,0,9.627832099911757,None,13.33025970007293,13.35864330001641,13.361302060028539,13.361302060028539,13.57601540000178,13.57601540000178,14.341315400088206,154313,001,,,,,2025-08-14_13h34.13.368,CRL1e,2023.2.3,59.88404052541014,2025-08-14 13h34.23.229929 -0400,
 0:2, 0:8,6,total,1,images/Ex2.jpg,left,training,easy,1,0,0,0,0,0,0,0,0,0,1,1,3,14.357447499991395,,,,,,,,,,,,,,,,,,,,,,,14.34183769999072,1.4,14.357447499991395,16.019394400063902,15.741522500058636,15.74154760001693,16.019394400063902,16.019394400063902,16.019394400063902,0.2625609999522567,16.37877800001297,right,0,0.3585117000620812,None,16.37909090006724,16.39229330001399,16.394491980003657,16.394491980003657,16.606948900036514,16.606948900036514,17.39093380002305,154313,001,,,,,2025-08-14_13h34.13.368,CRL1e,2023.2.3,59.88404052541014,2025-08-14 13h34.23.229929 -0400,
,,,,,,,,,,,,,,,,,,,,,,17.407413900014944,,,,,,,,,,,,,,,,,,,,,,,17.391250499989837,0.7,17.407413900014944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
